Record_ID,Partition_Role,Training_Eligibility,Leakage_Group,Metal_Ligand_Group,Source_Type,Source_Record_ID,Source_DOI,Source_Data_DOI,Source_Data_URL,Source_URL,Article_Title,MOF,Legante,Ligand_SMILES,Ligand_InChIKey,Famiglia_Legante,Metallo,Sale_Metallico,Counterion_Class,Hydration_Number,Oxidation_State,Solvente,Solvent_1,Solvent_1_mL,Solvent_2,Solvent_2_mL,Solvent_3,Solvent_3_mL,Solvent_4,Solvent_4_mL,Solvent_5,Solvent_5_mL,Additivo_Colinker,mmol_Additive,Temperatura_C,Tempo_ore,mmol_Legante,mmol_Sale,Rapporto_LM,Volume_solvente_mL,Total_Precursor_Concentration_M,Heating_Method,Microwave_Power_W,Workup,Outcome_Class,Outcome_Label,Outcome_Raw_Score,Outcome_Score_Scale,Outcome_Mapping_Rule,Curation_Policy,Yield_percent,BET_m2_g,PXRD_Confirmed,SCXRD_Confirmed,Evidence_Type,Evidence_Statement,Extraction_Method,Extraction_Note,Protocol_Completeness,Precursor_Qualification,Experiment_Generation,Condition_Signature,Replicate_Group_Size,Source_Group_Size,Source_Group_Cap_Factor,Evidence_Quality_Weight,Training_Weight,Curation_Version,Leakage_Safe_Group
V11-LIT-017,TRAINING_CANDIDATE,True,DOI::10.1021/acs.inorgchem.0c00481,"PAIR::co::3-amino-4,4'-bipyrazole",peer_reviewed_literature,V11-LIT-017,10.1021/acs.inorgchem.0c00481,,,https://doi.org/10.1021/acs.inorgchem.0c00481,Cobalt(II) Bipyrazolate Metal–Organic Frameworks as Heterogeneous Catalysts in Cumene Aerobic Oxidation: A Tag-Dependent Selectivity,Co(BPZNH2)·DMF,"3-amino-4,4'-bipyrazole",,,Bipyrazole/pyrazole,Co,Co(NO3)2·6H2O,nitrate,6.0,2,DMF,DMF,15.0,,,,,,,,,Nessuno,,120,24.0,1.0,1.0,1.0,15.0,0.1333333333333333,Heated stirred synthesis,,Slow-cooled; filtered; washed with hot DMF (2 × 10 mL); dried under vacuum,2,Crystalline MOF,,,,,,,True,False,PXRD whole-pattern refinement,Dark-violet Co(BPZNH2)·DMF; PXRD showed two closely related Cccm phases and supported the reported open framework.,manual_primary_article,"Direct transcription of the experimental section: 0.149 g ligand (1.00 mmol), 0.291 g Co(NO3)2·6H2O (1.00 mmol), 15 mL DMF, 393 K, 24 h; reported yield 73%.",FULL_PROTOCOL,Precursor identity and hydration explicitly reported.,,COND-89fa24e63f03afa9,1,1,1.0,1.0,1.0,11.0-foundation-tranche-03,SAFE-GROUP-001
V11-HKUST-G2-03,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G2-03,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,H2O 0.5 mL / EtOH 2 mL / iPrOH 2 mL,H2O,0.5,DMF,0.0,EtOH,2.0,MeOH,0.0,iPrOH,2.0,Nessuno,,196,0.6666666666666666,,,0.5747126436781609,4.5,,Automated microwave synthesis,210.0,Not encoded in the published Supplementary Data 1 table.,1,Partially successful / poor target crystallinity,0.7,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,0.0,False,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G2-03; normalized crystallinity/phase-purity score 0.7.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,2.0,COND-834d3040ba160fc3,1,90,0.2222222222222222,0.85,0.1888888888888888,11.0-foundation-tranche-03,SAFE-GROUP-003
V11-HKUST-G2-04,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G2-04,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,DMF 5 mL / EtOH 0.5 mL / iPrOH 0.5 mL,H2O,0.0,DMF,5.0,EtOH,0.5,MeOH,0.0,iPrOH,0.5,Nessuno,,140,0.4666666666666667,,,0.625,6.0,,Automated microwave synthesis,210.0,Not encoded in the published Supplementary Data 1 table.,2,High-crystallinity target MOF,0.95,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,1888.0,True,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G2-04; normalized crystallinity/phase-purity score 0.95.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,2.0,COND-380476060bd2b321,1,90,0.2222222222222222,0.85,0.1888888888888888,11.0-foundation-tranche-03,SAFE-GROUP-003
V11-HKUST-G2-05,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G2-05,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,H2O 0.15 mL / DMF 3.25 mL / EtOH 0.05 mL / MeOH 2.1 mL / iPrOH 0.1 mL,H2O,0.15,DMF,3.25,EtOH,0.05,MeOH,2.1,iPrOH,0.1,Nessuno,,103,0.8666666666666667,,,0.7692307692307692,5.65,,Automated microwave synthesis,176.0,Not encoded in the published Supplementary Data 1 table.,2,High-crystallinity target MOF,0.85,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,0.0,True,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G2-05; normalized crystallinity/phase-purity score 0.85.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,2.0,COND-aba37f2b54b28f0f,1,90,0.2222222222222222,0.85,0.1888888888888888,11.0-foundation-tranche-03,SAFE-GROUP-003
V11-HKUST-G2-06,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G2-06,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,H2O 1.5 mL / DMF 1 mL / EtOH 3 mL,H2O,1.5,DMF,1.0,EtOH,3.0,MeOH,0.0,iPrOH,0.0,Nessuno,,140,0.3333333333333333,,,0.641025641025641,5.5,,Automated microwave synthesis,200.0,Not encoded in the published Supplementary Data 1 table.,2,High-crystallinity target MOF,0.9,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,0.0,True,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G2-06; normalized crystallinity/phase-purity score 0.9.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,2.0,COND-e529136765b4b3dd,1,90,0.2222222222222222,0.85,0.1888888888888888,11.0-foundation-tranche-03,SAFE-GROUP-003
V11-HKUST-G2-07,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G2-07,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,DMF 3.5 mL / iPrOH 0.5 mL,H2O,0.0,DMF,3.5,EtOH,0.0,MeOH,0.0,iPrOH,0.5,Nessuno,,198,0.6833333333333333,,,1.1363636363636365,4.0,,Automated microwave synthesis,200.0,Not encoded in the published Supplementary Data 1 table.,1,Partially successful / poor target crystallinity,0.75,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,0.0,False,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G2-07; normalized crystallinity/phase-purity score 0.75.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,2.0,COND-d8c1220ac13f5fb3,1,90,0.2222222222222222,0.85,0.1888888888888888,11.0-foundation-tranche-03,SAFE-GROUP-003
V11-HKUST-G2-08,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G2-08,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,EtOH 5 mL,H2O,0.0,DMF,0.0,EtOH,5.0,MeOH,0.0,iPrOH,0.0,Nessuno,,113,0.3166666666666666,,,0.7874015748031495,5.0,,Automated microwave synthesis,210.0,Not encoded in the published Supplementary Data 1 table.,1,Partially successful / poor target crystallinity,0.75,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,0.0,False,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G2-08; normalized crystallinity/phase-purity score 0.75.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,2.0,COND-278db0116bbf53c5,1,90,0.2222222222222222,0.85,0.1888888888888888,11.0-foundation-tranche-03,SAFE-GROUP-003
V11-HKUST-G2-09,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G2-09,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,DMF 4.5 mL,H2O,0.0,DMF,4.5,EtOH,0.0,MeOH,0.0,iPrOH,0.0,Nessuno,,123,0.1166666666666666,,,0.5586592178770949,4.5,,Automated microwave synthesis,200.0,Not encoded in the published Supplementary Data 1 table.,2,High-crystallinity target MOF,0.95,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,935.0,True,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G2-09; normalized crystallinity/phase-purity score 0.95.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,2.0,COND-9a5433fc0a736254,1,90,0.2222222222222222,0.85,0.1888888888888888,11.0-foundation-tranche-03,SAFE-GROUP-003
V11-HKUST-G2-10,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G2-10,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,H2O 1.5 mL / DMF 1.5 mL / iPrOH 1.5 mL,H2O,1.5,DMF,1.5,EtOH,0.0,MeOH,0.0,iPrOH,1.5,Nessuno,,143,0.3333333333333333,,,0.625,4.5,,Automated microwave synthesis,200.0,Not encoded in the published Supplementary Data 1 table.,2,High-crystallinity target MOF,0.8,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,1771.0,True,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G2-10; normalized crystallinity/phase-purity score 0.8.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,2.0,COND-0bd850561512ca97,1,90,0.2222222222222222,0.85,0.1888888888888888,11.0-foundation-tranche-03,SAFE-GROUP-003
V11-HKUST-G2-11,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G2-11,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,H2O 1.5 mL / DMF 1 mL / EtOH 3 mL,H2O,1.5,DMF,1.0,EtOH,3.0,MeOH,0.0,iPrOH,0.0,Nessuno,,140,0.3333333333333333,,,0.625,5.5,,Automated microwave synthesis,200.0,Not encoded in the published Supplementary Data 1 table.,2,High-crystallinity target MOF,0.85,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,1295.0,True,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G2-11; normalized crystallinity/phase-purity score 0.85.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,2.0,COND-ff018b4dd80ad851,1,90,0.2222222222222222,0.85,0.1888888888888888,11.0-foundation-tranche-03,SAFE-GROUP-003
V11-HKUST-G2-12,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G2-12,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,MeOH 2.5 mL / iPrOH 2.5 mL,H2O,0.0,DMF,0.0,EtOH,0.0,MeOH,2.5,iPrOH,2.5,Nessuno,,100,0.6833333333333333,,,1.25,5.0,,Automated microwave synthesis,190.0,Not encoded in the published Supplementary Data 1 table.,1,Partially successful / poor target crystallinity,0.4,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,0.0,False,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G2-12; normalized crystallinity/phase-purity score 0.4.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,2.0,COND-d0c07594e53b3484,1,90,0.2222222222222222,0.85,0.1888888888888888,11.0-foundation-tranche-03,SAFE-GROUP-003
V11-HKUST-G2-13,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G2-13,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,EtOH 2 mL / iPrOH 2.5 mL,H2O,0.0,DMF,0.0,EtOH,2.0,MeOH,0.0,iPrOH,2.5,Nessuno,,106,0.05,,,0.8928571428571428,4.5,,Automated microwave synthesis,180.0,Not encoded in the published Supplementary Data 1 table.,1,Partially successful / poor target crystallinity,0.5,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,0.0,False,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G2-13; normalized crystallinity/phase-purity score 0.5.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,2.0,COND-4202c430cb1d9188,1,90,0.2222222222222222,0.85,0.1888888888888888,11.0-foundation-tranche-03,SAFE-GROUP-003
V11-HKUST-G2-14,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G2-14,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,H2O 3 mL / EtOH 2.5 mL,H2O,3.0,DMF,0.0,EtOH,2.5,MeOH,0.0,iPrOH,0.0,Nessuno,,139,0.3333333333333333,,,0.6666666666666666,5.5,,Automated microwave synthesis,200.0,Not encoded in the published Supplementary Data 1 table.,1,Partially successful / poor target crystallinity,0.75,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,1790.0,False,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G2-14; normalized crystallinity/phase-purity score 0.75.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,2.0,COND-fdac4c4985f84b5d,1,90,0.2222222222222222,0.85,0.1888888888888888,11.0-foundation-tranche-03,SAFE-GROUP-003
V11-HKUST-G2-15,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G2-15,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,H2O 0.5 mL / DMF 2 mL / EtOH 2 mL,H2O,0.5,DMF,2.0,EtOH,2.0,MeOH,0.0,iPrOH,0.0,Nessuno,,140,0.3333333333333333,,,0.6666666666666666,4.5,,Automated microwave synthesis,200.0,Not encoded in the published Supplementary Data 1 table.,2,High-crystallinity target MOF,0.8,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,1397.0,True,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G2-15; normalized crystallinity/phase-purity score 0.8.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,2.0,COND-8b47ef83ad6ac4dd,1,90,0.2222222222222222,0.85,0.1888888888888888,11.0-foundation-tranche-03,SAFE-GROUP-003
V11-HKUST-G2-16,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G2-16,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,H2O 3 mL / EtOH 1.5 mL,H2O,3.0,DMF,0.0,EtOH,1.5,MeOH,0.0,iPrOH,0.0,Nessuno,,150,0.4333333333333333,,,0.7692307692307692,4.5,,Automated microwave synthesis,210.0,Not encoded in the published Supplementary Data 1 table.,0,Very low target crystallinity / failed target synthesis,0.2,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,0.0,False,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G2-16; normalized crystallinity/phase-purity score 0.2.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,2.0,COND-947c7c33113b4015,1,90,0.2222222222222222,0.85,0.1888888888888888,11.0-foundation-tranche-03,SAFE-GROUP-003
