Record_ID,Partition_Role,Training_Eligibility,Leakage_Group,Metal_Ligand_Group,Source_Type,Source_Record_ID,Source_DOI,Source_Data_DOI,Source_Data_URL,Source_URL,Article_Title,MOF,Legante,Ligand_SMILES,Ligand_InChIKey,Famiglia_Legante,Metallo,Sale_Metallico,Counterion_Class,Hydration_Number,Oxidation_State,Solvente,Solvent_1,Solvent_1_mL,Solvent_2,Solvent_2_mL,Solvent_3,Solvent_3_mL,Solvent_4,Solvent_4_mL,Solvent_5,Solvent_5_mL,Additivo_Colinker,mmol_Additive,Temperatura_C,Tempo_ore,mmol_Legante,mmol_Sale,Rapporto_LM,Volume_solvente_mL,Total_Precursor_Concentration_M,Heating_Method,Microwave_Power_W,Workup,Outcome_Class,Outcome_Label,Outcome_Raw_Score,Outcome_Score_Scale,Outcome_Mapping_Rule,Curation_Policy,Yield_percent,BET_m2_g,PXRD_Confirmed,SCXRD_Confirmed,Evidence_Type,Evidence_Statement,Extraction_Method,Extraction_Note,Protocol_Completeness,Precursor_Qualification,Experiment_Generation,Condition_Signature,Replicate_Group_Size,Source_Group_Size,Source_Group_Cap_Factor,Evidence_Quality_Weight,Training_Weight,Curation_Version,Leakage_Safe_Group
V11-LIT-017,TRAINING_CANDIDATE,True,DOI::10.1021/acs.inorgchem.0c00481,"PAIR::co::3-amino-4,4'-bipyrazole",peer_reviewed_literature,V11-LIT-017,10.1021/acs.inorgchem.0c00481,,,https://doi.org/10.1021/acs.inorgchem.0c00481,Cobalt(II) Bipyrazolate Metal–Organic Frameworks as Heterogeneous Catalysts in Cumene Aerobic Oxidation: A Tag-Dependent Selectivity,Co(BPZNH2)·DMF,"3-amino-4,4'-bipyrazole",,,Bipyrazole/pyrazole,Co,Co(NO3)2·6H2O,nitrate,6.0,2,DMF,DMF,15.0,,,,,,,,,Nessuno,,120,24.0,1.0,1.0,1.0,15.0,0.1333333333333333,Heated stirred synthesis,,Slow-cooled; filtered; washed with hot DMF (2 × 10 mL); dried under vacuum,2,Crystalline MOF,,,,,,,True,False,PXRD whole-pattern refinement,Dark-violet Co(BPZNH2)·DMF; PXRD showed two closely related Cccm phases and supported the reported open framework.,manual_primary_article,"Direct transcription of the experimental section: 0.149 g ligand (1.00 mmol), 0.291 g Co(NO3)2·6H2O (1.00 mmol), 15 mL DMF, 393 K, 24 h; reported yield 73%.",FULL_PROTOCOL,Precursor identity and hydration explicitly reported.,,COND-89fa24e63f03afa9,1,1,1.0,1.0,1.0,11.0-foundation-tranche-03,SAFE-GROUP-001
V11-ALPMOF-G2S10,TRAINING_CANDIDATE,True,DOI::10.1038/s42004-022-00785-2,PAIR::al::meso-tetra(4-carboxyphenyl)porphine (h2tcpp),peer_reviewed_literature,V11-ALPMOF-G2S10,10.1038/s42004-022-00785-2,10.5281/zenodo.7186602,https://doi.org/10.5281/zenodo.7186602,https://doi.org/10.1038/s42004-022-00785-2,Using genetic algorithms to systematically improve the synthesis conditions of Al-PMOF,Al-PMOF (Al2(OH)2TCPP),meso-tetra(4-carboxyphenyl)porphine (H2TCPP),,,Porphyrin tetracarboxylate,Al,AlCl3·6H2O,chloride,6.0,3,H2O/1-propanol (80:20 v/v),H2O,1.6,1-propanol,0.4,,,,,,,Nessuno,,180,0.8333333333333334,0.025,0.05,0.5,2.0,0.0375,Automated microwave synthesis,250.0,"Centrifuged; washed with reaction organic solvent, then acetone; dried overnight at 60 °C (DMF additionally used when needed).",2,Crystalline Al-PMOF,8.0,,Article-defined PXRD scale: 1=no powder; 2-5=amorphous/poor crystallinity; 6-10=crystalline Al-PMOF.,,33.0,,True,False,PXRD qualitative categorical score,"Supporting Table S5: G2S10, article-assigned crystallinity score 8/10.",manual_primary_supplementary_table,"Direct transcription of Table S5; precursor quantities/volume resolved through Table S3, concentration code 2.",FULL_PROTOCOL,Formula and hydration explicitly reported in Table S3.,2.0,COND-d98a1a6ef86bb806,1,45,0.4444444444444444,1.0,0.4444444444444444,11.0-foundation-tranche-03,SAFE-GROUP-002
V11-ALPMOF-G2S11,TRAINING_CANDIDATE,True,DOI::10.1038/s42004-022-00785-2,PAIR::al::meso-tetra(4-carboxyphenyl)porphine (h2tcpp),peer_reviewed_literature,V11-ALPMOF-G2S11,10.1038/s42004-022-00785-2,10.5281/zenodo.7186602,https://doi.org/10.5281/zenodo.7186602,https://doi.org/10.1038/s42004-022-00785-2,Using genetic algorithms to systematically improve the synthesis conditions of Al-PMOF,Al-PMOF (Al2(OH)2TCPP),meso-tetra(4-carboxyphenyl)porphine (H2TCPP),,,Porphyrin tetracarboxylate,Al,AlCl3·6H2O,chloride,6.0,3,H2O/1-propanol (80:20 v/v),H2O,1.6,1-propanol,0.4,,,,,,,Nessuno,,200,0.8333333333333334,0.025,0.05,0.5,2.0,0.0375,Automated microwave synthesis,240.0,"Centrifuged; washed with reaction organic solvent, then acetone; dried overnight at 60 °C (DMF additionally used when needed).",2,Crystalline Al-PMOF,7.0,,Article-defined PXRD scale: 1=no powder; 2-5=amorphous/poor crystallinity; 6-10=crystalline Al-PMOF.,,20.0,,True,False,PXRD qualitative categorical score,"Supporting Table S5: G2S11, article-assigned crystallinity score 7/10.",manual_primary_supplementary_table,"Direct transcription of Table S5; precursor quantities/volume resolved through Table S3, concentration code 2.",FULL_PROTOCOL,Formula and hydration explicitly reported in Table S3.,2.0,COND-880bfb4084f08dc8,1,45,0.4444444444444444,1.0,0.4444444444444444,11.0-foundation-tranche-03,SAFE-GROUP-002
V11-ALPMOF-G2S12,TRAINING_CANDIDATE,True,DOI::10.1038/s42004-022-00785-2,PAIR::al::meso-tetra(4-carboxyphenyl)porphine (h2tcpp),peer_reviewed_literature,V11-ALPMOF-G2S12,10.1038/s42004-022-00785-2,10.5281/zenodo.7186602,https://doi.org/10.5281/zenodo.7186602,https://doi.org/10.1038/s42004-022-00785-2,Using genetic algorithms to systematically improve the synthesis conditions of Al-PMOF,Al-PMOF (Al2(OH)2TCPP),meso-tetra(4-carboxyphenyl)porphine (H2TCPP),,,Porphyrin tetracarboxylate,Al,AlCl3·6H2O,chloride,6.0,3,H2O/DMSO (80:20 v/v),H2O,1.6,DMSO,0.4,,,,,,,Nessuno,,190,0.8333333333333334,0.025,0.05,0.5,2.0,0.0375,Automated microwave synthesis,200.0,"Centrifuged; washed with reaction organic solvent, then acetone; dried overnight at 60 °C (DMF additionally used when needed).",2,Crystalline Al-PMOF,7.0,,Article-defined PXRD scale: 1=no powder; 2-5=amorphous/poor crystallinity; 6-10=crystalline Al-PMOF.,,1.0,,True,False,PXRD qualitative categorical score,"Supporting Table S5: G2S12, article-assigned crystallinity score 7/10.",manual_primary_supplementary_table,"Direct transcription of Table S5; precursor quantities/volume resolved through Table S3, concentration code 2.",FULL_PROTOCOL,Formula and hydration explicitly reported in Table S3.,2.0,COND-c44f56d61493231e,1,45,0.4444444444444444,1.0,0.4444444444444444,11.0-foundation-tranche-03,SAFE-GROUP-002
V11-ALPMOF-G2S13,TRAINING_CANDIDATE,True,DOI::10.1038/s42004-022-00785-2,PAIR::al::meso-tetra(4-carboxyphenyl)porphine (h2tcpp),peer_reviewed_literature,V11-ALPMOF-G2S13,10.1038/s42004-022-00785-2,10.5281/zenodo.7186602,https://doi.org/10.5281/zenodo.7186602,https://doi.org/10.1038/s42004-022-00785-2,Using genetic algorithms to systematically improve the synthesis conditions of Al-PMOF,Al-PMOF (Al2(OH)2TCPP),meso-tetra(4-carboxyphenyl)porphine (H2TCPP),,,Porphyrin tetracarboxylate,Al,AlCl3·6H2O,chloride,6.0,3,H2O/DMSO (80:20 v/v),H2O,1.6,DMSO,0.4,,,,,,,Nessuno,,180,0.6666666666666666,0.025,0.05,0.5,2.0,0.0375,Automated microwave synthesis,200.0,"Centrifuged; washed with reaction organic solvent, then acetone; dried overnight at 60 °C (DMF additionally used when needed).",2,Crystalline Al-PMOF,9.0,,Article-defined PXRD scale: 1=no powder; 2-5=amorphous/poor crystallinity; 6-10=crystalline Al-PMOF.,,3.5,,True,False,PXRD qualitative categorical score,"Supporting Table S5: G2S13, article-assigned crystallinity score 9/10.",manual_primary_supplementary_table,"Direct transcription of Table S5; precursor quantities/volume resolved through Table S3, concentration code 2.",FULL_PROTOCOL,Formula and hydration explicitly reported in Table S3.,2.0,COND-3d856a5561e8e561,1,45,0.4444444444444444,1.0,0.4444444444444444,11.0-foundation-tranche-03,SAFE-GROUP-002
V11-ALPMOF-G2S14,TRAINING_CANDIDATE,True,DOI::10.1038/s42004-022-00785-2,PAIR::al::meso-tetra(4-carboxyphenyl)porphine (h2tcpp),peer_reviewed_literature,V11-ALPMOF-G2S14,10.1038/s42004-022-00785-2,10.5281/zenodo.7186602,https://doi.org/10.5281/zenodo.7186602,https://doi.org/10.1038/s42004-022-00785-2,Using genetic algorithms to systematically improve the synthesis conditions of Al-PMOF,Al-PMOF (Al2(OH)2TCPP),meso-tetra(4-carboxyphenyl)porphine (H2TCPP),,,Porphyrin tetracarboxylate,Al,AlCl3·6H2O,chloride,6.0,3,H2O/DMSO (80:20 v/v),H2O,1.6,DMSO,0.4,,,,,,,Nessuno,,195,0.8333333333333334,0.051,0.099,0.5151515151515151,2.0,0.075,Automated microwave synthesis,200.0,"Centrifuged; washed with reaction organic solvent, then acetone; dried overnight at 60 °C (DMF additionally used when needed).",2,Crystalline Al-PMOF,10.0,,Article-defined PXRD scale: 1=no powder; 2-5=amorphous/poor crystallinity; 6-10=crystalline Al-PMOF.,,12.0,,True,False,PXRD qualitative categorical score,"Supporting Table S5: G2S14, article-assigned crystallinity score 10/10.",manual_primary_supplementary_table,"Direct transcription of Table S5; precursor quantities/volume resolved through Table S3, concentration code 1.",FULL_PROTOCOL,Formula and hydration explicitly reported in Table S3.,2.0,COND-fb37a2a08c306e93,1,45,0.4444444444444444,1.0,0.4444444444444444,11.0-foundation-tranche-03,SAFE-GROUP-002
V11-ALPMOF-G2S15,TRAINING_CANDIDATE,True,DOI::10.1038/s42004-022-00785-2,PAIR::al::meso-tetra(4-carboxyphenyl)porphine (h2tcpp),peer_reviewed_literature,V11-ALPMOF-G2S15,10.1038/s42004-022-00785-2,10.5281/zenodo.7186602,https://doi.org/10.5281/zenodo.7186602,https://doi.org/10.1038/s42004-022-00785-2,Using genetic algorithms to systematically improve the synthesis conditions of Al-PMOF,Al-PMOF (Al2(OH)2TCPP),meso-tetra(4-carboxyphenyl)porphine (H2TCPP),,,Porphyrin tetracarboxylate,Al,AlCl3·6H2O,chloride,6.0,3,H2O/EtOH (80:20 v/v),H2O,1.6,EtOH,0.4,,,,,,,Nessuno,,195,1.0,0.051,0.099,0.5151515151515151,2.0,0.075,Automated microwave synthesis,250.0,"Centrifuged; washed with reaction organic solvent, then acetone; dried overnight at 60 °C (DMF additionally used when needed).",2,Crystalline Al-PMOF,9.0,,Article-defined PXRD scale: 1=no powder; 2-5=amorphous/poor crystallinity; 6-10=crystalline Al-PMOF.,,65.0,,True,False,PXRD qualitative categorical score,"Supporting Table S5: G2S15, article-assigned crystallinity score 9/10.",manual_primary_supplementary_table,"Direct transcription of Table S5; precursor quantities/volume resolved through Table S3, concentration code 1.",FULL_PROTOCOL,Formula and hydration explicitly reported in Table S3.,2.0,COND-c83df525fbb94242,1,45,0.4444444444444444,1.0,0.4444444444444444,11.0-foundation-tranche-03,SAFE-GROUP-002
V11-ALPMOF-G2S16,TRAINING_CANDIDATE,True,DOI::10.1038/s42004-022-00785-2,PAIR::al::meso-tetra(4-carboxyphenyl)porphine (h2tcpp),peer_reviewed_literature,V11-ALPMOF-G2S16,10.1038/s42004-022-00785-2,10.5281/zenodo.7186602,https://doi.org/10.5281/zenodo.7186602,https://doi.org/10.1038/s42004-022-00785-2,Using genetic algorithms to systematically improve the synthesis conditions of Al-PMOF,Al-PMOF (Al2(OH)2TCPP),meso-tetra(4-carboxyphenyl)porphine (H2TCPP),,,Porphyrin tetracarboxylate,Al,AlCl3·6H2O,chloride,6.0,3,H2O/DMSO (80:20 v/v),H2O,1.6,DMSO,0.4,,,,,,,Nessuno,,185,0.6666666666666666,0.025,0.05,0.5,2.0,0.0375,Automated microwave synthesis,200.0,"Centrifuged; washed with reaction organic solvent, then acetone; dried overnight at 60 °C (DMF additionally used when needed).",2,Crystalline Al-PMOF,10.0,,Article-defined PXRD scale: 1=no powder; 2-5=amorphous/poor crystallinity; 6-10=crystalline Al-PMOF.,,11.0,,True,False,PXRD qualitative categorical score,"Supporting Table S5: G2S16, article-assigned crystallinity score 10/10.",manual_primary_supplementary_table,"Direct transcription of Table S5; precursor quantities/volume resolved through Table S3, concentration code 2.",FULL_PROTOCOL,Formula and hydration explicitly reported in Table S3.,2.0,COND-7522dd00b8a717af,1,45,0.4444444444444444,1.0,0.4444444444444444,11.0-foundation-tranche-03,SAFE-GROUP-002
V11-ALPMOF-G2S17,TRAINING_CANDIDATE,True,DOI::10.1038/s42004-022-00785-2,PAIR::al::meso-tetra(4-carboxyphenyl)porphine (h2tcpp),peer_reviewed_literature,V11-ALPMOF-G2S17,10.1038/s42004-022-00785-2,10.5281/zenodo.7186602,https://doi.org/10.5281/zenodo.7186602,https://doi.org/10.1038/s42004-022-00785-2,Using genetic algorithms to systematically improve the synthesis conditions of Al-PMOF,Al-PMOF (Al2(OH)2TCPP),meso-tetra(4-carboxyphenyl)porphine (H2TCPP),,,Porphyrin tetracarboxylate,Al,AlCl3·6H2O,chloride,6.0,3,H2O/DMSO (80:20 v/v),H2O,1.6,DMSO,0.4,,,,,,,Nessuno,,190,0.4166666666666667,0.051,0.099,0.5151515151515151,2.0,0.075,Automated microwave synthesis,200.0,"Centrifuged; washed with reaction organic solvent, then acetone; dried overnight at 60 °C (DMF additionally used when needed).",2,Crystalline Al-PMOF,10.0,,Article-defined PXRD scale: 1=no powder; 2-5=amorphous/poor crystallinity; 6-10=crystalline Al-PMOF.,,4.0,,True,False,PXRD qualitative categorical score,"Supporting Table S5: G2S17, article-assigned crystallinity score 10/10.",manual_primary_supplementary_table,"Direct transcription of Table S5; precursor quantities/volume resolved through Table S3, concentration code 1.",FULL_PROTOCOL,Formula and hydration explicitly reported in Table S3.,2.0,COND-72ce97e262f0a6ec,1,45,0.4444444444444444,1.0,0.4444444444444444,11.0-foundation-tranche-03,SAFE-GROUP-002
V11-ALPMOF-G2S18,TRAINING_CANDIDATE,True,DOI::10.1038/s42004-022-00785-2,PAIR::al::meso-tetra(4-carboxyphenyl)porphine (h2tcpp),peer_reviewed_literature,V11-ALPMOF-G2S18,10.1038/s42004-022-00785-2,10.5281/zenodo.7186602,https://doi.org/10.5281/zenodo.7186602,https://doi.org/10.1038/s42004-022-00785-2,Using genetic algorithms to systematically improve the synthesis conditions of Al-PMOF,Al-PMOF (Al2(OH)2TCPP),meso-tetra(4-carboxyphenyl)porphine (H2TCPP),,,Porphyrin tetracarboxylate,Al,AlCl3·6H2O,chloride,6.0,3,H2O/EtOH (80:20 v/v),H2O,1.6,EtOH,0.4,,,,,,,Nessuno,,190,0.6666666666666666,0.025,0.05,0.5,2.0,0.0375,Automated microwave synthesis,230.0,"Centrifuged; washed with reaction organic solvent, then acetone; dried overnight at 60 °C (DMF additionally used when needed).",2,Crystalline Al-PMOF,8.0,,Article-defined PXRD scale: 1=no powder; 2-5=amorphous/poor crystallinity; 6-10=crystalline Al-PMOF.,,51.0,,True,False,PXRD qualitative categorical score,"Supporting Table S5: G2S18, article-assigned crystallinity score 8/10.",manual_primary_supplementary_table,"Direct transcription of Table S5; precursor quantities/volume resolved through Table S3, concentration code 2.",FULL_PROTOCOL,Formula and hydration explicitly reported in Table S3.,2.0,COND-f84bf13624ef1bfb,1,45,0.4444444444444444,1.0,0.4444444444444444,11.0-foundation-tranche-03,SAFE-GROUP-002
V11-ALPMOF-G2S19,TRAINING_CANDIDATE,True,DOI::10.1038/s42004-022-00785-2,PAIR::al::meso-tetra(4-carboxyphenyl)porphine (h2tcpp),peer_reviewed_literature,V11-ALPMOF-G2S19,10.1038/s42004-022-00785-2,10.5281/zenodo.7186602,https://doi.org/10.5281/zenodo.7186602,https://doi.org/10.1038/s42004-022-00785-2,Using genetic algorithms to systematically improve the synthesis conditions of Al-PMOF,Al-PMOF (Al2(OH)2TCPP),meso-tetra(4-carboxyphenyl)porphine (H2TCPP),,,Porphyrin tetracarboxylate,Al,AlCl3·6H2O,chloride,6.0,3,H2O/DMSO (80:20 v/v),H2O,1.6,DMSO,0.4,,,,,,,Nessuno,,180,0.75,0.025,0.05,0.5,2.0,0.0375,Automated microwave synthesis,200.0,"Centrifuged; washed with reaction organic solvent, then acetone; dried overnight at 60 °C (DMF additionally used when needed).",2,Crystalline Al-PMOF,10.0,,Article-defined PXRD scale: 1=no powder; 2-5=amorphous/poor crystallinity; 6-10=crystalline Al-PMOF.,,3.0,,True,False,PXRD qualitative categorical score,"Supporting Table S5: G2S19, article-assigned crystallinity score 10/10.",manual_primary_supplementary_table,"Direct transcription of Table S5; precursor quantities/volume resolved through Table S3, concentration code 2.",FULL_PROTOCOL,Formula and hydration explicitly reported in Table S3.,2.0,COND-347ccdde44c8328d,1,45,0.4444444444444444,1.0,0.4444444444444444,11.0-foundation-tranche-03,SAFE-GROUP-002
V11-ALPMOF-G2S20,TRAINING_CANDIDATE,True,DOI::10.1038/s42004-022-00785-2,PAIR::al::meso-tetra(4-carboxyphenyl)porphine (h2tcpp),peer_reviewed_literature,V11-ALPMOF-G2S20,10.1038/s42004-022-00785-2,10.5281/zenodo.7186602,https://doi.org/10.5281/zenodo.7186602,https://doi.org/10.1038/s42004-022-00785-2,Using genetic algorithms to systematically improve the synthesis conditions of Al-PMOF,Al-PMOF (Al2(OH)2TCPP),meso-tetra(4-carboxyphenyl)porphine (H2TCPP),,,Porphyrin tetracarboxylate,Al,AlCl3·6H2O,chloride,6.0,3,H2O/EtOH (80:20 v/v),H2O,1.6,EtOH,0.4,,,,,,,Nessuno,,180,0.5,0.025,0.05,0.5,2.0,0.0375,Automated microwave synthesis,200.0,"Centrifuged; washed with reaction organic solvent, then acetone; dried overnight at 60 °C (DMF additionally used when needed).",2,Crystalline Al-PMOF,8.0,,Article-defined PXRD scale: 1=no powder; 2-5=amorphous/poor crystallinity; 6-10=crystalline Al-PMOF.,,45.0,,True,False,PXRD qualitative categorical score,"Supporting Table S5: G2S20, article-assigned crystallinity score 8/10.",manual_primary_supplementary_table,"Direct transcription of Table S5; precursor quantities/volume resolved through Table S3, concentration code 2.",FULL_PROTOCOL,Formula and hydration explicitly reported in Table S3.,2.0,COND-7779e157f343d32b,1,45,0.4444444444444444,1.0,0.4444444444444444,11.0-foundation-tranche-03,SAFE-GROUP-002
V11-HKUST-G1-01,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G1-01,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,H2O 0.5 mL / EtOH 5 mL / iPrOH 1 mL,H2O,0.5,DMF,0.0,EtOH,5.0,MeOH,0.0,iPrOH,1.0,Nessuno,,120,0.9666666666666668,,,1.1111111111111112,6.5,,Automated microwave synthesis,174.0,Not encoded in the published Supplementary Data 1 table.,2,High-crystallinity target MOF,0.8,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,367.0,True,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G1-01; normalized crystallinity/phase-purity score 0.8.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,1.0,COND-d7215ff5e3bb8253,1,90,0.2222222222222222,0.85,0.1888888888888888,11.0-foundation-tranche-03,SAFE-GROUP-003
V11-HKUST-G1-02,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G1-02,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,H2O 5.5 mL / EtOH 0.5 mL,H2O,5.5,DMF,0.0,EtOH,0.5,MeOH,0.0,iPrOH,0.0,Nessuno,,182,0.95,,,0.5882352941176471,6.0,,Automated microwave synthesis,248.0,Not encoded in the published Supplementary Data 1 table.,1,Partially successful / poor target crystallinity,0.55,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,0.0,False,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G1-02; normalized crystallinity/phase-purity score 0.55.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,1.0,COND-ee7dbff5e9dd283d,1,90,0.2222222222222222,0.85,0.1888888888888888,11.0-foundation-tranche-03,SAFE-GROUP-003
V11-HKUST-G1-03,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G1-03,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,DMF 5.5 mL / EtOH 0.5 mL,H2O,0.0,DMF,5.5,EtOH,0.5,MeOH,0.0,iPrOH,0.0,Nessuno,,114,0.1166666666666666,,,0.5555555555555556,6.0,,Automated microwave synthesis,155.0,Not encoded in the published Supplementary Data 1 table.,1,Partially successful / poor target crystallinity,0.7,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,0.0,False,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G1-03; normalized crystallinity/phase-purity score 0.7.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,1.0,COND-de4a8c0c666808f3,1,90,0.2222222222222222,0.85,0.1888888888888888,11.0-foundation-tranche-03,SAFE-GROUP-003
V11-HKUST-G1-04,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G1-04,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,EtOH 5 mL,H2O,0.0,DMF,0.0,EtOH,5.0,MeOH,0.0,iPrOH,0.0,Nessuno,,198,0.0666666666666666,,,0.5882352941176471,5.0,,Automated microwave synthesis,226.0,Not encoded in the published Supplementary Data 1 table.,1,Partially successful / poor target crystallinity,0.75,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,0.0,False,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G1-04; normalized crystallinity/phase-purity score 0.75.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,1.0,COND-940e39b9dd9a8c51,1,90,0.2222222222222222,0.85,0.1888888888888888,11.0-foundation-tranche-03,SAFE-GROUP-003
V11-HKUST-G1-05,TRAINING_CANDIDATE,True,DOI::10.1038/s41467-019-08483-9,"PAIR::cu::benzene-1,3,5-tricarboxylic acid (h3btc)",peer_reviewed_literature,V11-HKUST-G1-05,10.1038/s41467-019-08483-9,10.24435/materialscloud:2018.0011/v3,https://doi.org/10.24435/materialscloud:2018.0011/v3,https://doi.org/10.1038/s41467-019-08483-9,Capturing chemical intuition in synthesis of metal-organic frameworks,HKUST-1 / Cu-BTC,"benzene-1,3,5-tricarboxylic acid (H3BTC)",O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,,Aromatic tricarboxylate,Cu,Cu nitrate (hydration not stated in Supplementary Data 1),nitrate,,2,H2O 0.5 mL / DMF 4.5 mL,H2O,0.5,DMF,4.5,EtOH,0.0,MeOH,0.0,iPrOH,0.0,Nessuno,,108,0.8333333333333334,,,1.1111111111111112,5.0,,Automated microwave synthesis,250.0,Not encoded in the published Supplementary Data 1 table.,1,Partially successful / poor target crystallinity,0.75,Normalized PXRD crystallinity and phase-purity fitness (0-1),Preregistered curation thresholds: <=0.30 class 0; 0.35-0.75 class 1; >=0.80 class 2. The continuous source score is retained.,V11-PXRD-NORMALIZED-0.30-0.80-v1,,0.0,False,False,PXRD FWHM plus phase-purity fitness,Published Supplementary Data 1 record G1-05; normalized crystallinity/phase-purity score 0.75.,direct_machine_readable_supplementary_csv,All nine experimental variables and the source outcome score were copied from the authors' CSV; absolute precursor amounts were not invented.,COMPLETE_CONDITIONS_RELATIVE_STOICHIOMETRY,Copper nitrate identity stated; hydration/absolute amount absent from shared CSV.,1.0,COND-ce375566e2b27a80,1,90,0.2222222222222222,0.85,0.1888888888888888,11.0-foundation-tranche-03,SAFE-GROUP-003
