ID,Legante,Famiglia_Legante,Metallo,Sale_Metallico,Solvente,Additivo_Colinker,Temperatura_C,Tempo_ore,mmol_Legante,mmol_Sale,Rapporto_LM,Procedura_Sintetica,Esito_ML,Volume solvente,Data_Quality_Flag,Exact_Duplicate_Group,Outcome_Conflict_Flag,Training_v5_2_Status,Training_v5_2_Reason,Training_v5_2_Warning,Split_ID,Split_Set,Grouping_Variable,Split_Seed
283,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Zn,Zn(NO3)2·6H2O,DMF/H2O,Nessuno,160,72,0.2,0.2,1,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
284,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Cu,Cu(OAc)2·H2O,H2O,Nessuno,120,48,0.2,0.1,2,Solvothermal,2,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
285,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Cu,Cu(OAc)2·H2O,H2O,Nessuno,120,72,1,0.5,2,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
286,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Cu,Cu(OAc)2·H2O,EtOH,Nessuno,120,48,0.2,0.1,2,Solvothermal,2,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
287,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Zn,Zn(OAc)2·2H2O,H2O,Nessuno,120,48,0.2,0.1,2,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
288,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Zn,Zn(OAc)2·2H2O,EtOH,Nessuno,120,48,0.2,0.1,2,Solvothermal,2,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
289,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Zn,Zn(OAc)2·2H2O,EtOH,Nessuno,120,72,1,0.5,2,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
290,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Zr,ZrCl4,MeOH,Nessuno,110,72,0.15,0.15,1,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
291,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Zr,ZrCl4,MeOH,Nessuno,110,94,0.3,0.3,1,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
292,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Zr,ZrCl4,MeOH,Nessuno,100,24,0.3,0.3,1,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
293,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Zr,ZrCl4,MeOH,Nessuno,110,24,0.15,0.15,1,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
294,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Zr,ZrCl4,MeOH,Nessuno,110,48,0.15,0.15,1,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
295,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Zr,Zr(OCH3)4,MeOH,Nessuno,120,30,0.25,0.4,0.625,Solvothermal,1,,solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
296,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Zr,Zr(OCH3)4,MeOH,Nessuno,120,2,0.2,0.1,2,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
297,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Zr,ZrCl4,H2O,Nessuno,120,72,1,0.5,2,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
298,"4-Amino-4H-1,2,4-triazole",Triazole,Cu,Cu(OAc)2·H2O,EtOH,Nessuno,120,24,1,2,0.5,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
299,"4-Amino-4H-1,2,4-triazole",Triazole,Cu,Cu(OAc)2·H2O,DMF,Nessuno,130,48,0.5,0.5,1,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
300,"4-Amino-4H-1,2,4-triazole",Triazole,Cu,Cu(OAc)2·H2O,DMF,Nessuno,120,48,0.5,1,0.5,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
301,"4-Amino-4H-1,2,4-triazole",Triazole,Cu,Cu(OAc)2·H2O,EtOH,Nessuno,70,72,1,2,0.5,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
302,"4-Amino-4H-1,2,4-triazole",Triazole,Zn,Zn(OAc)2·2H2O,EtOH,Nessuno,120,24,1,1,1,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
303,"4-Amino-4H-1,2,4-triazole",Triazole,Zn,Zn(NO3)2·6H2O,DMF,BTC,160,75,0.5,0.5,1,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
304,"4-Amino-4H-1,2,4-triazole",Triazole,Zn,Zn(NO3)2·6H2O,DMF,Nessuno,160,75,0.5,0.5,1,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
305,"4-Amino-4H-1,2,4-triazole",Triazole,Zn,Zn(NO3)2·6H2O,DMF,Nessuno,120,48,0.5,0.5,1,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
306,"4-Amino-4H-1,2,4-triazole",Triazole,Zn,Zn(OAc)2·2H2O,EtOH,Nessuno,70,72,1,2,0.5,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
307,5-MePz-4-COOH,Pyrazole carbossilati,Zn,Zn(NO3)2·6H2O,DMF,Nessuno,120,24,0.2,0.2,1,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
308,5-MePz-4-COOH,Pyrazole carbossilati,Zr,ZrCl4,DMF,Nessuno,120,24,0.2,0.2,1,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
309,5-MePz-4-COOH,Pyrazole carbossilati,Zr,ZrCl4,DMF,Acido benzoico,120,24,0.15,0.15,1,Solvothermal,1,,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
310,5-MePz-4-COOH,Pyrazole carbossilati,Zr,ZrCl4,DMF,HCl 37%,120,72,0.15,0.15,1,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
324,Et4BPz,Bipyrazole,Ag,AgNO3,MeOH,Nessuno,120,48,0.2,0.2,1,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
325,Et4BPz,Bipyrazole,Ag,AgPF6,MeOH,Nessuno,120,48,0.2,0.2,1,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
326,Et4BPz,Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF,Nessuno,140,48,0.6,0.6,1,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
327,Et4BPz,Bipyrazole,Ni,Ni(NO3)2·6H2O,DMF/H2O,Nessuno,160,72,0.2,0.1,2,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
328,Et4BPz,Bipyrazole,Ni,Ni(OAc)2·4H2O,DMA,Nessuno,150,24,0.2,0.2,1,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
329,Et4BPz,Bipyrazole,Ni,Ni(NO3)2·6H2O,MeOH,Nessuno,140,48,0.2,0.2,1,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
330,Et4BPz,Bipyrazole,Zn,Zn(OAc)2·2H2O,DMF/H2O,Nessuno,140,72,0.2,0.1,2,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
331,H2Me2BDP,Altro,Ag,AgPF6,MeOH,Nessuno,120,48,0.2,0.2,1,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
336,"PzDC / 1H-3,5-dicarboxylic",Pyrazole carbossilati,Zr,ZrCl4,DMF/MeOH,Nessuno,120,48,0.1,0.1,1,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
337,"PzDC / 1H-3,5-dicarboxylic",Pyrazole carbossilati,Zr,ZrCl4,H2O,Nessuno,120,48,0.1,0.1,1,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
338,"PzDC / 1H-3,5-dicarboxylic",Pyrazole carbossilati,Zr,ZrCl4,DMF/H2O,Nessuno,120,48,0.1,0.1,1,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
339,"PzDC / 1H-3,5-dicarboxylic",Pyrazole carbossilati,Zr,ZrCl4,H2O,Nessuno,120,72,0.1,0.075,1.33333333,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
340,"PzDC / 1H-3,5-dicarboxylic",Pyrazole carbossilati,Zr,ZrCl4,MeOH,Nessuno,120,72,0.25,0.4,0.625,Solvothermal,1,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
341,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF,Trietilammina (TEA),150,72,0.1,0.1,1,Solvothermal,0,,additive_canonicalized;numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
348,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Co,CoCl2+FeCl3,DMF,MeOH,130,16,0.1,0.1,1,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
362,TpMe2Tl,Organometallica,Ru,[Ru(p-cymene)Cl2]2,CH2Cl2,Nessuno,120,3,0.1,0.05,2,"Sciolto prima il sale metallico all'interno della vial, una volta solubilizzato ho aggiunto il legante; lasciato in stirring per 3 ore e poi fatto evaporare lentamente il solvente fino a dimezzare il volume. Una volta dimezzato il volume ho aggiunto dietil etere circa 5 ml, ho notato la formazione di una piccola sospensione, quindi l'ho filtrato su filtro con mesh sottili(precipitato bianco-grigio). Le acque madri raccolte ed aspettato di dimezzare nuovamente il volume. Una volta evaporato tutto il solvente, nel residuo ho aggiunto Et2O e poi filtrato. Ora procedo a caratterizzare il precipitato ed aspetto che le acque madri evaporino.",1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
369,Et4BPz,Organometallica - pirazoli,Ru,[Ru(p-cymene)Cl2]2,MeOH,Nessuno,120,4,0.1,0.1,1,"Solubilizzato il dimero del metallo in 10 ml di MeOH, una volta solulbilizzato ho aggiunto il legante e lasciato in stirring per 16 ore.",2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
371,H2BPZNH2,Organometallica - pirazoli,Ru,[Ru(p-cymene)Cl2]2,MeOH,Nessuno,120,4,0.1,0.1,1,"Dopo 4 ore ancora nessuna cristallizzazione, evaporato un po di solvente e poi messo in frido appena raffreddato. Aggiunto eteredietilico, perchè non vi era avvenuta cristallizzazione.",2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
372,"3,5-diamino-4,4'-bipyrazole",Organometallica - pirazoli,Ru,[Ru(p-cymene)Cl2]2,MeOH,Nessuno,120,4,0.16,0.16,1,"Ho pesato il dimero e sciolto in 10 ml di MeOH; una volta sulubilizzato ho aggiunto il legante e lasciato sotto agitazione per 4 ore. Una volta fatto evaporare completamente il solvente ho notato un precipitato rosso bruno, filtrato con dietil etere e mandato un HNMR comr Ru3. Il precipitato rimasto nella vial l'ho lavato con acetone d ulteriormente filtrato, ora mando anche questo all'HNMR come Ru3.lavato con acetone.",1,,ligand_typography_standardized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
374,FErrocenylPz,Organometallica,Non specificato,PdCl2·(CH3CN)2,MeOH,Nessuno,120,4,0.2,0.1,2,"Ho sciolto il palladio in 10 ml di metanolo in un pallone a due colli dove insufflavo argono. Dopo 15 minuti ho aggiunto il legante e lasciato insufflare argon per altri 10 minuti, poi cessato il flusso di argon ho messo il tappo. Subito dopo l'aggiunta del legante ho notato cambio di colore con intorbidimento della soluzione. Ho filtrato il precipitato e le acque madri le ho messe in una vial per far evaporare lentamente il solvente. Ilprecipitato era il legante, visto all'IR",2,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
378,FErrocenylPz,Organometallica,Non specificato,PdCl2·(CH3CN)2,MeOH,Nessuno,120,4,0.4,0.2,2,"Filtrato il precipitato(eccesso di legante), la soluzione raccolta in una beuta e fatta evaporare all'aria.",1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
379,"1,4-Di(1H-pyrazol-4-yl)benzene",Organometallica - pirazoli,Ru,[Ru(p-cymene)Cl2]2,MeOH,Nessuno,120,24,0.2,0.1,2,"To a methanolic (5 mL) solution of pyrazole based ligand , was added a methanolic (5 mL) solution of [RuCl2(η6-p-cymene)]2 , and the reaction mixture was allowed to stir for 4 h at room temperature. Dopo 24 ore ho filtrato l'eccesso di reagenti e lasciato poi dimezzare il volume della soluzione all'aria lentamente. Portato a secco e mandato l'HNMR",2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
380,(NO2)2BPz,Organometallica - pirazoli,Ru,[Ru(p-cymene)Cl2]2,MeOH,Nessuno,120,24,0.1,0.05,2,"filtrato e lavato con metanolo, dopo aver dimezzato il volume della soluzione.Precipitato di colore nero, ma sembra cristallino",2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
381,NO2BPz,Organometallica - pirazoli,Ru,[Ru(p-cymene)Cl2]2,MeOH,Nessuno,120,24,0.1,0.05,2,"filtrato per rimuovere l'eccesso di reagenti noon reagito, lasciato ridurre il volume. Lavato con etere dietilico e filtrato(precipitato verdino).Ir del primo precipitato è pessimo. Le acque madri le ho tenute.",1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
382,FErrocenylPz,Organometallica,Non specificato,PdCl2·(CH3CN)2,MeOH,Nessuno,120,6,0.1,0.1,1,"Ho pesato il dimero e sciolto in 10 ml di MeOH; una volta sulubilizzato ho aggiunto il legante e lasciato sotto agitazione per 6ORE. Ho lasciato dimezzare il volume all'aria, poi aggiunto qualche goccia di dietiletere e messo in frigo. Il precipitato ottenuto l'ho filtrato.",2,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
383,"3,3'-diamino-4,4'-bipyrazole",Organometallica - pirazoli,Ru,[Ru(p-cymene)Cl2]2,MeOH,Nessuno,120,24,0.1,0.1,1,Ho pesato il dimero e sciolto in 10 ml di MeOH; una volta sulubilizzato ho aggiunto il legante e lasciato sotto agitazione per 24 ORE.Fatto evaporare all'aria per ridurre il volume,1,,ligand_typography_standardized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
384,"1,4-Di(1H-pyrazol-4-yl)benzene BDP",Organometallica - pirazoli,Ir,[Ir(C₅Me₅)Cl₂]₂,MeOH,Nessuno,120,24,0.05,0.1,0.5,"Ho sciolto il sale metallico in 10 ml di MeOH, una volta solubilizzato ho aggiunto il linker e lasciato in stirring.",1,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
385,"1,4-Di(1H-pyrazol-4-yl)benzene BDP",Organometallica - pirazoli,Rh,[Rh(C5Me5)Cl2]2,MeOH,Nessuno,120,24,0.05,0.1,0.5,"Ho sciolto il sale metallico in 10 ml di MeOH, una volta solubilizzato ho aggiunto il linker e lasciato in stirring.",1,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
386,Ru1,Organometallica,Ru,CAgF3SO3,MeCN,Nessuno,120,3,0.06,0.12,0.5,lasciato aperto a temperatura ambiente per cercare di ridurre il volume di solvente e favorire una cristallizzazione,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
387,"Ru1 scambio anionico FW=868,73",Organometallica - scambio anionico,Ru,"4,4'-bipiridina",MeCN,Nessuno,120,24,0.04,0.04,1,"Dopo 5h la soluzione ha cambiato colore, ora faccio evaporare un pò di solvente per vedere se verrà giu qualcosa. Una volta dimezzato il volume ho aggiunto 5 ml di dietil etere e poi posto a scaldare su piastra per circa 15 minuti, ho nontato un precipitato nerastro, fatto raffreddare e posto in frigo per vedere se continuerà a venire giu.",2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
388,"Ru1,2",Organometallica,Ru,CAgF3SO3,CH2Cl2,Nessuno,120,3,0.04,0.08,0.5,"Precipitato bianco formatosi alla fine delle 4 ore, filtrato e lasciato ridurre di volume all'aria.",2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
389,"Ru1,3 802,63",Organometallica,Ru,CAgF3SO3,CH2Cl2,Nessuno,120,5,0.05,0.2,0.25,"Precipitato bianco formatosi alla fine delle 4 ore, filtrato e lasciato ridurre di volume all'aria.",1,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
390,"Ru1,3 scambio anionico FW=868,73",Organometallica - scambio anionico,Ru,"4,4'-bipiridina",MeCN,Nessuno,120,5,0.02,0.02,1,"Ho solubilizzato il complesso in 10 ml di MeCN, in un'altra vial ho solubilizzato la bipiridina in altri 10 ml di MeCN, poi ho aggiunto goccia a goccia nella soluzione del complesso.",1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
