ID,Legante,Famiglia_Legante,Metallo,Sale_Metallico,Solvente,Additivo_Colinker,Temperatura_C,Tempo_ore,mmol_Legante,mmol_Sale,Rapporto_LM,Procedura_Sintetica,Esito_ML,Volume solvente,Data_Quality_Flag,Exact_Duplicate_Group,Outcome_Conflict_Flag,Training_v5_2_Status,Training_v5_2_Reason,Training_v5_2_Warning,Split_ID,Split_Set,Grouping_Variable,Split_Seed
691,5-Nitroisophthalic acid,Non specificata,Mg,Mg(NO3)2·6H2O,EtOH,Acido benzoico,200,2,4,5,0.8,Microwave,2,,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
692,5-Aminoisophthalic acid,Non specificata,Mn,Mn(OAc)2·4H2O,H2O,Acido acetico,150,18,3,2.5,1.2,Sonochemical,2,,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
693,Imidazole-2-carboxaldehyde,Non specificata,Zn,Zn(NO3)2·6H2O,DMF/H2O/EtOH,Acido acetico,85,36,1.5,3,0.5,Solvothermal,2,,additive_canonicalized;numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
694,"4,4',4''-Triaminotriphenylamine",Non specificata,Zn,Zn(OAc)2·2H2O,DMF/H2O,Trietilammina (TEA),130,4,0.5,1,0.5,Hydrothermal,2,,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
696,"Pyrazine-2,3-dicarboxylic acid",Non specificata,Cu,Cu(OAc)2·H2O,H2O/THF,HCl,25,2,4,5,0.8,Room Temperature,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
697,"4,4'-Bipyridine",Non specificata,Co,Co(NO3)2·6H2O,H2O/MeOH,HNO3,150,6,2,0.5,4,Microwave,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
698,"1,2,4-Triazole",Non specificata,Co,Co(OAc)2·4H2O,MeCN,Nessuno,100,48,0.5,0.5,1,Sonochemical,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
699,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Ni,Ni(NO3)2·6H2O,DMF,Trietilammina (TEA),100,48,0.5,2.5,0.2,Solvothermal,2,,additive_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
701,Fumaric acid,Carbossilati aromatici,Cd,Cd(NO3)2·4H2O,H2O,Nessuno,120,72,0.2,0.4,0.5,Hydrothermal,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
702,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Cu,Cu(OAc)2·H2O,H2O,Nessuno,160,18,0.5,1.515,0.33,Sonochemical,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
703,Benzimidazole,Imidazolati,Zn,Zn(OAc)2·2H2O,DEF,Nessuno,120,4,2,6.061,0.33,Microwave,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
704,2-Methylimidazole,Imidazolati,Fe,Fe(NO3)3·9H2O,DMF/H2O/EtOH,Nessuno,25,18,0.1,0.067,1.5,Room Temperature,2,,solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
705,"1,2,4-Triazole",Triazole,Mg,Mg(NO3)2·6H2O,DMF/H2O,Nessuno,150,24,1,2,0.5,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
707,"1,2,4-Triazole",Triazole,Al,AlCl3·6H2O,DEF,Nessuno,180,12,0.5,1.515,0.33,Sonochemical,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
708,"1,2,4-Triazole",Triazole,Cd,Cd(NO3)2·4H2O,MeOH,Nessuno,160,72,0.05,0.042,1.2,Room Temperature,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
709,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Carbossilati aromatici,Co,Co(OAc)2·4H2O,DMF/MeOH,Nessuno,60,48,2,2.5,0.8,Hydrothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
710,2-Methylimidazole,Imidazolati,Fe,Fe(NO3)3·9H2O,DEF,Nessuno,100,48,2,10,0.2,Microwave,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
711,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Mg,Mg(NO3)2·6H2O,DEF,Nessuno,120,12,0.5,0.625,0.8,Solvothermal,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
712,"1,2,4-Triazole",Triazole,Al,Al(NO3)3·9H2O,DMF/H2O/EtOH,Nessuno,25,4,0.05,0.025,2,Solvothermal,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
713,"1,2,4-Triazole",Triazole,Co,Co(OAc)2·4H2O,H2O,Nessuno,80,4,0.05,0.1,0.5,Room Temperature,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
714,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Zn,Zn(NO3)2·6H2O,MeOH,Nessuno,180,24,0.5,0.25,2,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
716,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Cu,Cu(NO3)2·3H2O,DMF,Nessuno,80,36,1,5,0.2,Room Temperature,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
717,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Al,AlCl3·6H2O,MeOH,Nessuno,180,72,0.5,1.515,0.33,Hydrothermal,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
718,2-Methylimidazole,Imidazolati,Co,Co(NO3)2·6H2O,DMF,Nessuno,100,36,1,0.833,1.2,Microwave,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
719,Fumaric acid,Carbossilati aromatici,Co,Co(NO3)2·6H2O,DMF/MeOH,Nessuno,150,18,0.5,0.417,1.2,Room Temperature,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
721,"1,2,4-Triazole",Triazole,Fe,FeCl3·6H2O,MeOH,Nessuno,180,72,0.05,0.25,0.2,Solvothermal,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
722,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Al,Al(NO3)3·9H2O,DMF/H2O/EtOH,Nessuno,80,72,2,10,0.2,Room Temperature,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
723,"2,6-Naphthalenedicarboxylic acid",Carbossilati aromatici,Zr,ZrCl4,DMF/H2O,Nessuno,160,72,0.05,0.042,1.2,Room Temperature,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
724,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Carbossilati aromatici,Mn,Mn(OAc)2·4H2O,DMF,Nessuno,100,24,0.05,0.1,0.5,Hydrothermal,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
725,"2,6-Naphthalenedicarboxylic acid",Carbossilati aromatici,Mn,Mn(OAc)2·4H2O,H2O,Nessuno,25,18,0.1,0.303,0.33,Solvothermal,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
726,"1,2,4-Triazole",Triazole,Zn,Zn(NO3)2·6H2O,DMF,Nessuno,25,18,0.5,0.5,1,Hydrothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
727,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Zn,Zn(OAc)2·2H2O,MeOH,Nessuno,100,72,0.2,0.1,2,Room Temperature,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
728,"1,4-Benzenedicarboxylic acid (H2BDC)",Carbossilati aromatici,Zn,Zn(OAc)2·2H2O,H2O,Nessuno,120,24,2,1.667,1.2,Hydrothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
729,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Mg,Mg(NO3)2·6H2O,DMF,Nessuno,180,24,1,0.833,1.2,Room Temperature,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
731,"3-amino-4,4'-bipyrazole",Bipyrazole,Zr,ZrCl4,H2O,Nessuno,150,12,0.5,1,0.5,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
732,"3-amino-4,4'-bipyrazole",Bipyrazole,Ni,Ni(OAc)2·4H2O,DMF/H2O,Nessuno,150,24,0.05,0.025,2,Hydrothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
733,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Carbossilati aromatici,Mn,Mn(OAc)2·4H2O,DEF,Nessuno,25,48,1,1,1,Microwave,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
734,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Ni,Ni(NO3)2·6H2O,DMF/H2O/EtOH,Nessuno,80,18,2,2.5,0.8,Room Temperature,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
735,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Zr,ZrCl4,H2O,Nessuno,100,18,0.5,0.25,2,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
736,"4,4'-Biphenyldicarboxylic acid (BPDC)",Carbossilati aromatici,Co,Co(OAc)2·4H2O,DMF/MeOH,Nessuno,80,48,0.05,0.1,0.5,Solvothermal,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
737,2-Methylimidazole,Imidazolati,Al,AlCl3·6H2O,DEF,Nessuno,60,48,1,0.5,2,Room Temperature,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
738,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,Cu(OAc)2·H2O,DMF,Nessuno,100,4,0.5,0.25,2,Sonochemical,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
739,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Co,Co(OAc)2·4H2O,MeOH,Nessuno,80,4,0.5,0.25,2,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
740,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Al,AlCl3·6H2O,DMA,Nessuno,140,36,0.2,0.167,1.2,Room Temperature,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
741,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Zr,ZrOCl2·8H2O,H2O/EtOH,Nessuno,25,24,0.5,0.5,1,Solvothermal,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
742,2-Methylimidazole,Imidazolati,Mg,Mg(NO3)2·6H2O,DMF/H2O,Nessuno,100,18,0.05,0.025,2,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
743,"1,2,4-Triazole",Triazole,Al,AlCl3·6H2O,H2O/EtOH,Nessuno,140,18,1,5,0.2,Microwave,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
744,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Mn,Mn(OAc)2·4H2O,H2O/EtOH,Nessuno,80,24,1,1.25,0.8,Solvothermal,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
745,"2,6-Naphthalenedicarboxylic acid",Carbossilati aromatici,Zr,ZrCl4,DMF/H2O,Nessuno,60,4,2,1.333,1.5,Hydrothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
746,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Cu,Cu(NO3)2·3H2O,H2O,Nessuno,160,12,0.2,0.133,1.5,Hydrothermal,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
747,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Zr,ZrOCl2·8H2O,DMF,Nessuno,160,4,2,4,0.5,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
748,Fumaric acid,Carbossilati aromatici,Ni,Ni(OAc)2·4H2O,MeOH,Nessuno,80,12,1,0.5,2,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
749,"1,2,4-Triazole",Triazole,Co,Co(NO3)2·6H2O,DMF/H2O/EtOH,Nessuno,100,36,2,10,0.2,Microwave,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
750,Benzimidazole,Imidazolati,Fe,Fe(NO3)3·9H2O,DMF/H2O,Nessuno,150,72,0.1,0.303,0.33,Microwave,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
751,Fumaric acid,Carbossilati aromatici,Mn,Mn(OAc)2·4H2O,DMF/MeOH,Nessuno,140,72,1,1.25,0.8,Room Temperature,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
752,"1,4-Benzenedicarboxylic acid (H2BDC)",Carbossilati aromatici,Co,Co(OAc)2·4H2O,H2O/EtOH,Nessuno,120,72,1,0.833,1.2,Microwave,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
753,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Carbossilati aromatici,Cd,Cd(NO3)2·4H2O,DMF/H2O,Nessuno,150,24,0.5,1.515,0.33,Sonochemical,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
754,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Mn,Mn(OAc)2·4H2O,H2O,Nessuno,80,24,0.1,0.067,1.5,Hydrothermal,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
755,"2,6-Naphthalenedicarboxylic acid",Carbossilati aromatici,Ni,Ni(NO3)2·6H2O,H2O/EtOH,Nessuno,25,12,0.1,0.5,0.2,Hydrothermal,2,,solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
756,Benzimidazole,Imidazolati,Mg,Mg(NO3)2·6H2O,DMF/H2O/EtOH,Nessuno,160,36,1,5,0.2,Sonochemical,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
757,Fumaric acid,Carbossilati aromatici,Zn,Zn(NO3)2·6H2O,DMA,Nessuno,150,18,0.2,0.606,0.33,Microwave,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
758,"2,6-Naphthalenedicarboxylic acid",Carbossilati aromatici,Al,AlCl3·6H2O,H2O/EtOH,Nessuno,25,48,0.5,0.5,1,Microwave,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
759,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Mg,Mg(NO3)2·6H2O,H2O/EtOH,Nessuno,150,24,2,1.667,1.2,Solvothermal,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
760,"2,6-Naphthalenedicarboxylic acid",Carbossilati aromatici,Ni,Ni(OAc)2·4H2O,DMA,Nessuno,120,24,0.1,0.125,0.8,Hydrothermal,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
761,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Zr,ZrCl4,H2O,Nessuno,120,36,0.1,0.05,2,Microwave,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
762,"1,4-Benzenedicarboxylic acid (H2BDC)",Carbossilati aromatici,Fe,Fe(NO3)3·9H2O,DEF,Nessuno,80,24,1,5,0.2,Solvothermal,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
764,"3,3'-dimethyl-4,4'-bipyrazole",Bipyrazole,Fe,Fe(NO3)3·9H2O,DEF,Nessuno,80,12,0.05,0.033,1.5,Room Temperature,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
765,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Co,Co(OAc)2·4H2O,DEF,Nessuno,80,4,1,3.03,0.33,Microwave,2,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
767,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Carbossilati aromatici,Ni,Ni(OAc)2·4H2O,H2O/EtOH,Nessuno,180,18,0.5,1,0.5,Solvothermal,2,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
769,Fumaric acid,Carbossilati aromatici,Al,Al(NO3)3·9H2O,MeOH,Nessuno,180,18,0.05,0.042,1.2,Solvothermal,2,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
770,"1,4-Benzenedicarboxylic acid (H2BDC)",Carbossilati aromatici,Mg,Mg(NO3)2·6H2O,DMF/H2O/EtOH,Nessuno,140,36,0.05,0.1,0.5,Room Temperature,2,,solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730
