ID,Legante,Famiglia_Legante,Metallo,Sale_Metallico,Solvente,Additivo_Colinker,Temperatura_C,Tempo_ore,mmol_Legante,mmol_Sale,Rapporto_LM,Procedura_Sintetica,Esito_ML,Volume solvente,Data_Quality_Flag,Exact_Duplicate_Group,Outcome_Conflict_Flag,Training_v5_2_Status,Training_v5_2_Reason,Training_v5_2_Warning,Split_ID,Split_Set,Grouping_Variable,Split_Seed,Ligand_Text,Hydration_Number,Counterion_Class,Oxidation_State,Metal_Atomic_Number,Metal_Atomic_Weight,Metal_Group,Metal_Period,Metal_Block,Metal_Electronegativity,Ligand_SMILES,Ligand_InChIKey,Structure_Status,Structure_Source,Ligand_Scaffold,Label_Contradiction_Flag,Structure_Missing_Flag,Quality_Status,Condition_Outcome_Conflict_Flag
MOFs_81,"3-amino-4,4'-bipyrazole",Bipyrazole,Mn,MnCl2·4H2O,,Nessuno,100,120.0,0.2,0.2,1.0,Solvothermal,0,10.0,numeric_decimal_standardized;salt_hydrate_separator_standardized;time_days_to_hours,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",4.0,chloride,2.0,25.0,54.938,7.0,4.0,d,1.55,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
MOFs_82,"3-amino-4,4'-bipyrazole",Bipyrazole,Mn,Mn(Oac)2·4H2O,,Nessuno,130,72.0,0.2,0.2,1.0,Solvothermal,0,5.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",4.0,acetate,2.0,25.0,54.938,7.0,4.0,d,1.55,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
MOFs_83,"3-amino-4,4'-bipyrazole",Bipyrazole,Mn,MnCl2·4H2O,,Nessuno,100,48.0,0.2,0.2,1.0,Solvothermal,0,10.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",4.0,chloride,2.0,25.0,54.938,7.0,4.0,d,1.55,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
MOFs_84,"3-amino-4,4'-bipyrazole",Bipyrazole,Mn,MnCl2·4H2O,,Nessuno,160,48.0,0.2,0.2,1.0,Solvothermal,0,5.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",4.0,chloride,2.0,25.0,54.938,7.0,4.0,d,1.55,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
MOFs_85,"3-amino-4,4'-bipyrazole",Bipyrazole,Mn,MnCl2·4H2O,,Nessuno,160,72.0,0.2,0.2,1.0,Solvothermal,0,10.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",4.0,chloride,2.0,25.0,54.938,7.0,4.0,d,1.55,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
MOFs_86,"3-amino-4,4'-bipyrazole",Bipyrazole,Mn,Mn(Oac)2·4H2O,,Nessuno,160,24.0,0.2,0.2,1.0,Solvothermal,0,10.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",4.0,acetate,2.0,25.0,54.938,7.0,4.0,d,1.55,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
MOFs_87,"3-amino-4,4'-bipyrazole",Bipyrazole,Mn,Mn(Oac)2·4H2O,DMF,BDC,140,115.0,0.2,0.2,1.0,Solvothermal,0,10.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",4.0,acetate,2.0,25.0,54.938,7.0,4.0,d,1.55,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
MOFs_88,"3-amino-4,4'-bipyrazole",Bipyrazole,Zr,Zr(OCH3)4,HCl 37%,Nessuno,120,48.0,0.15,0.15,1.0,Solvothermal,0,90.0,numeric_decimal_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",0.0,alkoxide,4.0,40.0,91.224,4.0,5.0,d,1.33,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
MOFs_89,"3-amino-4,4'-bipyrazole",Bipyrazole,Zr,ZrCl4,HCl 37%,Nessuno,120,48.0,0.15,0.15,1.0,Solvothermal,0,90.0,numeric_decimal_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
MOFs_90,"3-amino-4,4'-bipyrazole",Bipyrazole,Zr,ZrCl4,H2O,Nessuno,100,48.0,0.2,0.1,2.0,Solvothermal,0,10.0,numeric_decimal_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
MOFs_91,"3-amino-4,4'-bipyrazole",Bipyrazole,Zr,ZrCl4,DMF,Nessuno,120,48.0,0.2,0.1,2.0,Solvothermal,0,10.0,numeric_decimal_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-amino-4,4'-bipyrazole bipyrazole",0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33,Nc1[nH]ncc1-c1cn[nH]c1,BNWJEGGLNCCFLN-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
MOFs_92,3-MePz-4-COOH,Pyrazole carbossilati,Al,Al(NO3)3·9H2O,DMF,Nessuno,120,24.0,0.2,0.2,1.0,Solvothermal,0,10.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,3-mepz-4-cooh pyrazole carbossilati,9.0,nitrate,3.0,13.0,26.982,13.0,3.0,p,1.61,Cc1[nH]ncc1C(=O)O,HLYYXPDTFLUERX-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1cn[nH]c1,False,False,REVIEW,True
MOFs_93,3-MePz-4-COOH,Pyrazole carbossilati,Cu,Cu(OAc)2·H2O,H2O,Nessuno,25,96.0,0.2,0.1,2.0,Solvothermal,2,20.0,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_room_to_25,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,3-mepz-4-cooh pyrazole carbossilati,1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9,Cc1[nH]ncc1C(=O)O,HLYYXPDTFLUERX-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1cn[nH]c1,False,False,INCLUDE,False
MOFs_94,3-MePz-4-COOH,Pyrazole carbossilati,Fe,Fe2(SO4)3·xH2O,DMF/EtOH,Nessuno,25,24.0,0.2,0.1,2.0,Solvothermal,0,20.0,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_room_to_25,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,3-mepz-4-cooh pyrazole carbossilati,1.0,sulfate,,26.0,55.845,8.0,4.0,d,1.83,Cc1[nH]ncc1C(=O)O,HLYYXPDTFLUERX-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1cn[nH]c1,False,False,INCLUDE,False
MOFs_95,3-MePz-4-COOH,Pyrazole carbossilati,Fe,FeCl3,DMF/EtOH,Nessuno,25,24.0,0.2,0.1,2.0,Solvothermal,0,20.0,numeric_decimal_standardized;temperature_room_to_25,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,3-mepz-4-cooh pyrazole carbossilati,0.0,chloride,3.0,26.0,55.845,8.0,4.0,d,1.83,Cc1[nH]ncc1C(=O)O,HLYYXPDTFLUERX-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1cn[nH]c1,False,False,INCLUDE,False
MOFs_96,3-MePz-4-COOH,Pyrazole carbossilati,Mn,Mn(OAc)2·4H2O,DMF/H2O,Nessuno,120,24.0,0.2,0.1,2.0,Solvothermal,0,15.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,3-mepz-4-cooh pyrazole carbossilati,4.0,acetate,2.0,25.0,54.938,7.0,4.0,d,1.55,Cc1[nH]ncc1C(=O)O,HLYYXPDTFLUERX-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1cn[nH]c1,False,False,REVIEW,True
MOFs_97,3-MePz-4-COOH,Pyrazole carbossilati,Mn,Mn(OAc)2·4H2O,DMF/H2O,Nessuno,120,72.0,0.2,0.1,2.0,Solvothermal,0,1.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,3-mepz-4-cooh pyrazole carbossilati,4.0,acetate,2.0,25.0,54.938,7.0,4.0,d,1.55,Cc1[nH]ncc1C(=O)O,HLYYXPDTFLUERX-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1cn[nH]c1,False,False,REVIEW,True
MOFs_98,3-MePz-4-COOH,Pyrazole carbossilati,Ni,Ni(NO3)2,DMF/H2O,Nessuno,120,72.0,0.2,0.1,2.0,Solvothermal,1,15.0,numeric_decimal_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,3-mepz-4-cooh pyrazole carbossilati,0.0,nitrate,2.0,28.0,58.693,10.0,4.0,d,1.91,Cc1[nH]ncc1C(=O)O,HLYYXPDTFLUERX-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1cn[nH]c1,False,False,REVIEW,True
MOFs_99,3-MePz-4-COOH,Pyrazole carbossilati,Zr,ZrCl4,MeOH,Nessuno,110,94.0,0.3,0.3,1.0,Solvothermal,0,20.0,numeric_decimal_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,3-mepz-4-cooh pyrazole carbossilati,0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33,Cc1[nH]ncc1C(=O)O,HLYYXPDTFLUERX-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1cn[nH]c1,False,False,REVIEW,True
MOFs_101,3-MePz-4-COOH,Pyrazole carbossilati,Zr,ZrCl4,MeOH,Nessuno,110,24.0,0.15,0.15,1.0,Solvothermal,0,10.0,numeric_decimal_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,3-mepz-4-cooh pyrazole carbossilati,0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33,Cc1[nH]ncc1C(=O)O,HLYYXPDTFLUERX-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1cn[nH]c1,False,False,REVIEW,True
MOFs_103,3-MePz-4-COOH,Pyrazole carbossilati,Zr,ZrCl4,MeOH,Nessuno,110,72.0,0.15,0.15,1.0,Solvothermal,0,10.0,numeric_decimal_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,3-mepz-4-cooh pyrazole carbossilati,0.0,chloride,4.0,40.0,91.224,4.0,5.0,d,1.33,Cc1[nH]ncc1C(=O)O,HLYYXPDTFLUERX-UHFFFAOYSA-N,curated_name_to_structure,Curated project registry,c1cn[nH]c1,False,False,REVIEW,True
MOFs_104,"3-nitro-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF/EtOH,Nessuno,140,72.0,0.2,0.1,2.0,Solvothermal,0,11.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-nitro-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,O=[N+]([O-])c1[nH]ncc1-c1cn[nH]c1,RTOLQGUSKACYLE-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
MOFs_105,"3-nitro-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF,Nessuno,140,72.0,0.2,0.1,2.0,Solvothermal,0,10.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-nitro-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,O=[N+]([O-])c1[nH]ncc1-c1cn[nH]c1,RTOLQGUSKACYLE-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
MOFs_106,"3-nitro-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF,Nessuno,140,72.0,0.6,0.3,2.0,Solvothermal,2,30.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-nitro-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,O=[N+]([O-])c1[nH]ncc1-c1cn[nH]c1,RTOLQGUSKACYLE-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
MOFs_107,"3-nitro-4,4'-bipyrazole",Bipyrazole,Cd,Cd(OAc)2·2H2O,DMF,Nessuno,140,72.0,0.2,0.1,2.0,Solvothermal,0,10.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-nitro-4,4'-bipyrazole bipyrazole",2.0,acetate,2.0,48.0,112.414,12.0,5.0,d,1.69,O=[N+]([O-])c1[nH]ncc1-c1cn[nH]c1,RTOLQGUSKACYLE-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
MOFs_108,"3-nitro-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF,Nessuno,160,24.0,0.2,0.1,2.0,Solvothermal,2,12.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-nitro-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,O=[N+]([O-])c1[nH]ncc1-c1cn[nH]c1,RTOLQGUSKACYLE-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
MOFs_109,"3-nitro-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF,Nessuno,160,48.0,0.1,0.1,1.0,Solvothermal,2,15.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-nitro-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,O=[N+]([O-])c1[nH]ncc1-c1cn[nH]c1,RTOLQGUSKACYLE-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
MOFs_110,"3-nitro-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF,Nessuno,160,48.0,0.1,0.2,0.5,Solvothermal,2,10.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-nitro-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,O=[N+]([O-])c1[nH]ncc1-c1cn[nH]c1,RTOLQGUSKACYLE-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
MOFs_111,"3-nitro-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF/H2O,Nessuno,160,72.0,0.3,0.3,1.0,Solvothermal,0,12.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-nitro-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,O=[N+]([O-])c1[nH]ncc1-c1cn[nH]c1,RTOLQGUSKACYLE-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
MOFs_112,"3-nitro-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF/H2O,Nessuno,140,120.0,0.2,0.1,2.0,Solvothermal,0,20.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3-nitro-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,O=[N+]([O-])c1[nH]ncc1-c1cn[nH]c1,RTOLQGUSKACYLE-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
MOFs_132,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF,Nessuno,150,24.0,0.1,0.1,1.0,Solvothermal,1,10.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,3'-dinitro-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,O=[N+]([O-])c1[nH]ncc1-c1cn[nH]c1[N+](=O)[O-],FVLPTQWPVHEIHM-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
MOFs_133,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF,Nessuno,150,24.0,0.1,0.2,0.5,Solvothermal,0,10.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,3'-dinitro-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,O=[N+]([O-])c1[nH]ncc1-c1cn[nH]c1[N+](=O)[O-],FVLPTQWPVHEIHM-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
MOFs_134,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF/H2O,Nessuno,160,48.0,0.2,0.1,2.0,Solvothermal,0,8.0,numeric_decimal_standardized;salt_hydrate_separator_standardized;solvent_canonicalized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,3'-dinitro-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,O=[N+]([O-])c1[nH]ncc1-c1cn[nH]c1[N+](=O)[O-],FVLPTQWPVHEIHM-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
MOFs_135,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Co,Co(OAc)2·4H2O,DMF/H2O,Nessuno,160,48.0,0.2,0.1,2.0,Solvothermal,2,8.0,numeric_decimal_standardized;salt_hydrate_separator_standardized;solvent_canonicalized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,3'-dinitro-4,4'-bipyrazole bipyrazole",4.0,acetate,2.0,27.0,58.933,9.0,4.0,d,1.88,O=[N+]([O-])c1[nH]ncc1-c1cn[nH]c1[N+](=O)[O-],FVLPTQWPVHEIHM-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
MOFs_136,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Co,Cd(OAc)2·4H2O,DMF/H2O,Nessuno,160,24.0,0.2,0.2,1.0,Solvothermal,0,8.0,numeric_decimal_standardized;salt_hydrate_separator_standardized;solvent_canonicalized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,3'-dinitro-4,4'-bipyrazole bipyrazole",4.0,acetate,2.0,27.0,58.933,9.0,4.0,d,1.88,O=[N+]([O-])c1[nH]ncc1-c1cn[nH]c1[N+](=O)[O-],FVLPTQWPVHEIHM-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
MOFs_137,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Co,Co(NO3)2·6H2O,DMF/H2O,Nessuno,120,24.0,0.1,0.1,1.0,Solvothermal,1,5.0,numeric_decimal_standardized;salt_hydrate_separator_standardized;solvent_canonicalized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,3'-dinitro-4,4'-bipyrazole bipyrazole",6.0,nitrate,2.0,27.0,58.933,9.0,4.0,d,1.88,O=[N+]([O-])c1[nH]ncc1-c1cn[nH]c1[N+](=O)[O-],FVLPTQWPVHEIHM-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1n[nH]cc1-c1cn[nH]c1,False,False,INCLUDE,False
MOFs_138,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Co,Co(NO3)2·6H2O,DMF/H2O,Nessuno,150,48.0,0.1,0.1,1.0,Solvothermal,0,8.0,numeric_decimal_standardized;salt_hydrate_separator_standardized;solvent_canonicalized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,3'-dinitro-4,4'-bipyrazole bipyrazole",6.0,nitrate,2.0,27.0,58.933,9.0,4.0,d,1.88,O=[N+]([O-])c1[nH]ncc1-c1cn[nH]c1[N+](=O)[O-],FVLPTQWPVHEIHM-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
MOFs_139,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Co,Cd(OAc)2·4H2O,DMF/H2O,Nessuno,160,24.0,0.1,0.2,0.5,Solvothermal,2,14.0,numeric_decimal_standardized;salt_hydrate_separator_standardized;solvent_canonicalized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,3'-dinitro-4,4'-bipyrazole bipyrazole",4.0,acetate,2.0,27.0,58.933,9.0,4.0,d,1.88,O=[N+]([O-])c1[nH]ncc1-c1cn[nH]c1[N+](=O)[O-],FVLPTQWPVHEIHM-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
MOFs_140,"3,3'-dinitro-4,4'-bipyrazole",Bipyrazole,Co,Co(NO3)2·6H2O,DMF,Nessuno,160,6.0,0.2,0.1,2.0,Solvothermal,1,10.0,numeric_decimal_standardized;salt_hydrate_separator_standardized,,0,INCLUDED,,,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730,"3,3'-dinitro-4,4'-bipyrazole bipyrazole",6.0,nitrate,2.0,27.0,58.933,9.0,4.0,d,1.88,O=[N+]([O-])c1[nH]ncc1-c1cn[nH]c1[N+](=O)[O-],FVLPTQWPVHEIHM-UHFFFAOYSA-N,resolved,PubChem PUG REST,c1n[nH]cc1-c1cn[nH]c1,False,False,REVIEW,True
