ID,Legante,Famiglia_Legante,Metallo,Sale_Metallico,Solvente,Additivo_Colinker,Temperatura_C,Tempo_ore,mmol_Legante,mmol_Sale,Rapporto_LM,Procedura_Sintetica,Esito_ML,Volume solvente,Data_Quality_Flag,Exact_Duplicate_Group,Outcome_Conflict_Flag,Training_v5_2_Status,Training_v5_2_Reason,Training_v5_2_Warning,Split_ID,Split_Set,Grouping_Variable,Split_Seed,Ligand_Text,Hydration_Number,Counterion_Class,Oxidation_State,Metal_Atomic_Number,Metal_Atomic_Weight,Metal_Group,Metal_Period,Metal_Block,Metal_Electronegativity,Source_Type,Source_Record_ID,PXRD_Confirmed,Evidence,Ligand_SMILES,Ligand_InChIKey,Future_Training_Status,Condition_Group_ID,Microwave_Power_W,Microwave_Power_Range,Heating_Ramp_min,Hold_Time_min,Cooling_Time_min,Sonication_Power_W,Sonication_Duration_min,Post_Heating_C,Post_Heating_Time_h
57,"3-amino-4,4'-bipyrazole",Bipyrazole,Ag,AgNO3,DMF/MeCN,Nessuno,80,24.0,0.15,0.15,1.0,Solvothermal,1,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",0.0,nitrate,,47.0,107.868,11.0,5.0,d,1.93,legacy_project_dataset,57,,,,,FROZEN_V8_RECORD,,,,,,,,,,
58,"3-amino-4,4'-bipyrazole",Bipyrazole,Ag,AgNO3,DMF/MeCN,Nessuno,100,1.5,0.15,0.15,1.0,Solvothermal,1,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",0.0,nitrate,,47.0,107.868,11.0,5.0,d,1.93,legacy_project_dataset,58,,,,,FROZEN_V8_RECORD,,,,,,,,,,
59,"3-amino-4,4'-bipyrazole",Bipyrazole,Ag,AgNO3,Et3N,Nessuno,120,24.0,0.3,0.3,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",0.0,nitrate,,47.0,107.868,11.0,5.0,d,1.93,legacy_project_dataset,59,,,,,FROZEN_V8_RECORD,,,,,,,,,,
60,"3-amino-4,4'-bipyrazole",Bipyrazole,Ag,AgNO3,DMF,Nessuno,100,48.0,0.2,0.2,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",0.0,nitrate,,47.0,107.868,11.0,5.0,d,1.93,legacy_project_dataset,60,,,,,FROZEN_V8_RECORD,,,,,,,,,,
61,"3-amino-4,4'-bipyrazole",Bipyrazole,Ag,AgNO3,DMF,Nessuno,120,72.0,0.3,0.3,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",0.0,nitrate,,47.0,107.868,11.0,5.0,d,1.93,legacy_project_dataset,61,,,,,FROZEN_V8_RECORD,,,,,,,,,,
62,"3-amino-4,4'-bipyrazole",Bipyrazole,Ag,AgNO3,Et3N,Nessuno,120,60.0,0.25,0.4,0.625,Solvothermal,1,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",0.0,nitrate,,47.0,107.868,11.0,5.0,d,1.93,legacy_project_dataset,62,,,,,FROZEN_V8_RECORD,,,,,,,,,,
63,"3-amino-4,4'-bipyrazole",Bipyrazole,Ag,Ag2O,Non specificato,Nessuno,120,60.0,0.25,0.4,0.625,Solvothermal,1,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",0.0,oxide,,47.0,107.868,11.0,5.0,d,1.93,legacy_project_dataset,63,,,,,FROZEN_V8_RECORD,,,,,,,,,,
64,"3-amino-4,4'-bipyrazole",Bipyrazole,Au,Cloro(tri-tert-butilfosfina)Au(I),DMF,Nessuno,120,72.0,0.2,0.2,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",0.0,chloride,1.0,79.0,196.967,11.0,6.0,d,2.54,legacy_project_dataset,64,,,,,FROZEN_V8_RECORD,,,,,,,,,,
65,"3-amino-4,4'-bipyrazole",Bipyrazole,Au,Chlorotriphenylphosphine gold(I),Non specificato,Nessuno,120,24.0,0.2,0.2,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",0.0,iodide,1.0,79.0,196.967,11.0,6.0,d,2.54,legacy_project_dataset,65,,,,,FROZEN_V8_RECORD,,,,,,,,,,
66,"3-amino-4,4'-bipyrazole",Bipyrazole,Au,Cloro(tri-tert-butilfosfina)Au(I),MeOH,Nessuno,120,24.0,0.2,0.2,1.0,Solvothermal,1,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",0.0,chloride,1.0,79.0,196.967,11.0,6.0,d,2.54,legacy_project_dataset,66,,,,,FROZEN_V8_RECORD,,,,,,,,,,
67,"3-amino-4,4'-bipyrazole",Bipyrazole,Au,Cloro(tri-tert-butilfosfina)Au(I),DMF,Nessuno,100,48.0,0.2,0.2,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",0.0,chloride,1.0,79.0,196.967,11.0,6.0,d,2.54,legacy_project_dataset,67,,,,,FROZEN_V8_RECORD,,,,,,,,,,
68,"3-amino-4,4'-bipyrazole",Bipyrazole,Au,Chlorotriphenylphosphine gold(I),Non specificato,Nessuno,120,60.0,0.25,0.4,0.625,Solvothermal,1,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",0.0,iodide,1.0,79.0,196.967,11.0,6.0,d,2.54,legacy_project_dataset,68,,,,,FROZEN_V8_RECORD,,,,,,,,,,
69,"3-amino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF/H2O,Nessuno,160,72.0,0.3,0.3,1.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,legacy_project_dataset,69,,,,,FROZEN_V8_RECORD,,,,,,,,,,
70,"3-amino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF,Nessuno,140,72.0,0.2,0.2,1.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,legacy_project_dataset,70,,,,,FROZEN_V8_RECORD,,,,,,,,,,
71,"3-amino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(OAc)2·2H2O,DMF/H2O,Nessuno,140,48.0,0.2,0.1,2.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",2.0,acetate,2.0,48.0,112.414,12.0,5.0,d,1.69,legacy_project_dataset,71,,,,,FROZEN_V8_RECORD,,,,,,,,,,
72,"3-amino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,MeOH,Nessuno,120,48.0,0.2,0.1,2.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,legacy_project_dataset,72,,,,,FROZEN_V8_RECORD,,,,,,,,,,
73,"3-amino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF/H2O,Nessuno,140,120.0,0.2,0.1,2.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,legacy_project_dataset,73,,,,,FROZEN_V8_RECORD,,,,,,,,,,
74,"3-amino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF,Nessuno,140,48.0,0.2,0.1,2.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,legacy_project_dataset,74,,,,,FROZEN_V8_RECORD,,,,,,,,,,
75,"3-amino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF,Nessuno,140,48.0,0.8,0.4,2.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,legacy_project_dataset,75,,,,,FROZEN_V8_RECORD,,,,,,,,,,
76,"3-amino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF,Nessuno,160,24.0,0.2,0.1,2.0,Solvothermal,2,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,legacy_project_dataset,76,,,,,FROZEN_V8_RECORD,,,,,,,,,,
77,"3-amino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF,Nessuno,160,48.0,0.1,0.1,1.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,legacy_project_dataset,77,,,,,FROZEN_V8_RECORD,,,,,,,,,,
78,"3-amino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF,Nessuno,160,48.0,0.1,0.2,0.5,Solvothermal,1,,salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,legacy_project_dataset,78,,,,,FROZEN_V8_RECORD,,,,,,,,,,
79,"3-amino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(OAc)2·2H2O,DMF,Nessuno,140,48.0,0.2,0.1,2.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",2.0,acetate,2.0,48.0,112.414,12.0,5.0,d,1.69,legacy_project_dataset,79,,,,,FROZEN_V8_RECORD,,,,,,,,,,
80,"3-amino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF/EtOH,Nessuno,140,48.0,0.2,0.1,2.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,legacy_project_dataset,80,,,,,FROZEN_V8_RECORD,,,,,,,,,,
81,"3-amino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF/MeOH,Nessuno,140,72.0,0.2,0.1,2.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,legacy_project_dataset,81,,,,,FROZEN_V8_RECORD,,,,,,,,,,
82,"3-amino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,Non specificato,Nessuno,120,48.0,0.15,0.15,1.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",4.0,nitrate,2.0,48.0,112.414,12.0,5.0,d,1.69,legacy_project_dataset,82,,,,,FROZEN_V8_RECORD,,,,,,,,,,
83,"3-amino-4,4'-bipyrazole",Bipyrazole,Cd,Cd(OAc)2·2H2O,Non specificato,Nessuno,120,48.0,0.15,0.15,1.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",2.0,acetate,2.0,48.0,112.414,12.0,5.0,d,1.69,legacy_project_dataset,83,,,,,FROZEN_V8_RECORD,,,,,,,,,,
84,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,CuOAc,MeOH,Mesitilene,120,24.0,0.2,0.2,1.0,Solvothermal,1,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",0.0,acetate,,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,84,,,,,FROZEN_V8_RECORD,,,,,,,,,,
85,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,CuOAc,ButOH,Nessuno,120,36.0,0.15,0.15,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",0.0,acetate,,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,85,,,,,FROZEN_V8_RECORD,,,,,,,,,,
86,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,CuOAc,DMF,Nessuno,110,48.0,0.2,0.2,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",0.0,acetate,,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,86,,,,,FROZEN_V8_RECORD,,,,,,,,,,
87,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,CuOAc,MeOH,Nessuno,70,72.0,0.15,0.15,1.0,Solvothermal,1,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",0.0,acetate,,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,87,,,,,FROZEN_V8_RECORD,,,,,,,,,,
88,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,CuOAc,DMF,Nessuno,120,24.0,0.2,0.4,0.5,Solvothermal,1,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",0.0,acetate,,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,88,,,,,FROZEN_V8_RECORD,,,,,,,,,,
89,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,CuCl,NH3 28%,Nessuno,60,24.0,0.3,0.3,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",0.0,chloride,,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,89,,,,,FROZEN_V8_RECORD,,,,,,,,,,
90,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,CuI,Non specificato,Nessuno,100,24.0,0.2,0.2,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized;exact_duplicate_candidate,DUP_001,0,INCLUDED,,duplicate_representative_retained;missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",0.0,iodide,,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,90,,,,,FROZEN_V8_RECORD,,,,,,,,,,
92,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,CuOAc,H2O/Met,Nessuno,160,72.0,0.5,0.5,1.0,Solvothermal,1,,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",0.0,acetate,,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,92,,,,,FROZEN_V8_RECORD,,,,,,,,,,
93,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,CuOAc,DMF,Nessuno,100,48.0,0.2,0.2,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",0.0,acetate,,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,93,,,,,FROZEN_V8_RECORD,,,,,,,,,,
94,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,CuOAc,DMF,Nessuno,120,72.0,0.3,0.3,1.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",0.0,acetate,,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,94,,,,,FROZEN_V8_RECORD,,,,,,,,,,
95,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,Cu(OAc)2·H2O,Non specificato,Nessuno,120,60.0,0.25,0.4,0.625,Solvothermal,1,,salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",1.0,acetate,2.0,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,95,,,,,FROZEN_V8_RECORD,,,,,,,,,,
96,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,Cu(OAc),Non specificato,Nessuno,120,60.0,0.25,0.4,0.625,Solvothermal,1,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",0.0,acetate,,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,96,,,,,FROZEN_V8_RECORD,,,,,,,,,,
97,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,Cu2O,Non specificato,Nessuno,120,60.0,0.25,0.4,0.625,Solvothermal,1,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",0.0,oxide,,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,97,,,,,FROZEN_V8_RECORD,,,,,,,,,,
98,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,CuCl,Na(OAc),Nessuno,120,60.0,0.25,0.4,0.625,Solvothermal,1,,temperature_numeric_standardized;time_numeric_standardized;exact_duplicate_candidate,DUP_002,0,INCLUDED,,duplicate_representative_retained;missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",0.0,chloride,,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,98,,,,,FROZEN_V8_RECORD,,,,,,,,,,
100,"3-amino-4,4'-bipyrazole",Bipyrazole,Cu,CuI,Non specificato,Nessuno,120,180.0,0.25,0.4,0.625,Solvothermal,1,,temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",0.0,iodide,,29.0,63.546,11.0,4.0,d,1.9,legacy_project_dataset,100,,,,,FROZEN_V8_RECORD,,,,,,,,,,
101,"3-amino-4,4'-bipyrazole",Bipyrazole,Fe,Fe(NO3)3·9H2O,Non specificato,Nessuno,140,24.0,0.15,0.15,1.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",9.0,nitrate,3.0,26.0,55.845,8.0,4.0,d,1.83,legacy_project_dataset,101,,,,,FROZEN_V8_RECORD,,,,,,,,,,
102,"3-amino-4,4'-bipyrazole",Bipyrazole,Fe,Fe(NO3)3·9H2O,DMF,Nessuno,120,24.0,0.2,0.1,2.0,Solvothermal,1,,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",9.0,nitrate,3.0,26.0,55.845,8.0,4.0,d,1.83,legacy_project_dataset,102,,,,,FROZEN_V8_RECORD,,,,,,,,,,
103,"3-amino-4,4'-bipyrazole",Bipyrazole,Fe,FeCl3,DMF,Nessuno,120,24.0,0.2,0.1,2.0,Solvothermal,1,,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,,0,INCLUDED,,missing_optional_numeric:Volume solvente,MOF_GROUPED_LIGAND_SPLIT_v6.0_seed260730,DEVELOPMENT,Legante,260730.0,"3-amino-4,4'-bipyrazole bipyrazole",0.0,chloride,3.0,26.0,55.845,8.0,4.0,d,1.83,legacy_project_dataset,103,,,,,FROZEN_V8_RECORD,,,,,,,,,,
