Positive_ID,ID,Legante,Famiglia_Legante,Metallo,Sale_Metallico,Solvente,Additivo_Colinker,Temperatura_C,Tempo_ore,mmol_Legante,mmol_Sale,Rapporto_LM,Volume solvente,Hydration_Number,Counterion_Class,Oxidation_State,Procedura_Sintetica,Esito_ML,Positive_Library_Source,Data_Quality_Flag,Split_Set
POS-0545,MOFs_254,"3,5-diamino-4,4'-bipyrazole",Bipyrazole,Zn,Zn(NO3)2·6H2O,DMF/H2O,Nessuno,160,72.0,0.2,0.2,1.0,13.0,,,,Solvothermal,2,development_positive,numeric_decimal_standardized;salt_hydrate_separator_standardized,DEVELOPMENT
POS-0546,MOFs_255,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Cu,Cu(OAc)2·H2O,H2O,Nessuno,25,48.0,0.2,0.1,2.0,20.0,,,,Solvothermal,2,development_positive,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_room_to_25,DEVELOPMENT
POS-0547,MOFs_256,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Cu,Cu(OAc)2·H2O,H2O,Nessuno,25,72.0,1.0,0.5,2.0,100.0,,,,Solvothermal,2,development_positive,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_room_to_25,DEVELOPMENT
POS-0548,MOFs_259,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Zn,Zn(OAc)2·2H2O,EtOH,Nessuno,25,48.0,0.2,0.1,2.0,20.0,,,,Solvothermal,2,development_positive,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_room_to_25,DEVELOPMENT
POS-0549,MOFs_260,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Zn,Zn(OAc)2·2H2O,EtOH,Nessuno,25,72.0,1.0,0.5,2.0,100.0,,,,Solvothermal,2,development_positive,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_room_to_25,DEVELOPMENT
POS-0550,MOFs_268,"3,5-DiMePz-4-COOH",Pyrazole carbossilati,Zr,ZrCl4,H2O,Nessuno,25,72.0,1.0,0.5,2.0,100.0,,,,Solvothermal,2,development_positive,numeric_decimal_standardized;temperature_room_to_25,DEVELOPMENT
POS-0551,MOFs_278,5-MePz-4-COOH,Pyrazole carbossilati,Zn,Zn(NO3)2·6H2O,DMF,Nessuno,120,24.0,0.2,0.2,1.0,10.0,,,,Solvothermal,2,development_positive,numeric_decimal_standardized;salt_hydrate_separator_standardized,DEVELOPMENT
POS-0552,MOFs_302,H2Me2BDP,Altro,Ag,AgPF6,MeOH,Nessuno,25,48.0,0.2,0.2,1.0,10.0,,,,Solvothermal,2,development_positive,numeric_decimal_standardized;temperature_room_to_25,DEVELOPMENT
POS-0553,Organometallica_372,H2BPZNH2,Organometallica - pirazoli,Ru,[Ru(p-cymene)Cl2]2,MeOH,Nessuno,25,4.0,0.1,0.1,1.0,20.0,,,,"Dopo 4 ore ancora nessuna cristallizzazione, evaporato un po di solvente e poi messo in frido appena raffreddato. Aggiunto eteredietilico, perchè non vi era avvenuta cristallizzazione.",2,development_positive,numeric_decimal_standardized;temperature_room_to_25,DEVELOPMENT
POS-0554,Organometallica_394,"Ru1,3",Organometallica,Ru,CAgF3SO3,CH2Cl2,Nessuno,25,6.0,0.05,0.22,0.22727273,20.0,,,,"Filtrato il precipitato formatosi, sciacquato con 5 ml di diclorometano e poi lasciato evaporare all'aria le acque madri.",2,development_positive,numeric_decimal_standardized;temperature_room_to_25,DEVELOPMENT
POS-0555,Organometallica_399,H2BPZNH2,Organometallica,Rh,[Rh(C5Me5)Cl2]3,MeOH,Nessuno,70,24.0,0.1,0.05,2.0,20.0,,,,"Solubilizzato il dimero del metallo in 10 ml di MeOH, una volta solulbilizzato ho aggiunto il legante e lasciato in stirring per 16 ore.",2,development_positive,numeric_decimal_standardized,DEVELOPMENT
POS-0556,2,curc(III),Curcumina,Zn,Zn(OAc)2·2H2O,DMF,Nessuno,80,72.0,0.1,0.05,2.0,,,,,Solvothermal,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0557,5,curc(III),Curcumina,Zn,Zn(OAc)2·2H2O,DMF/MeOH,Nessuno,80,24.0,0.1,0.05,2.0,,,,,Solvothermal,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0558,7,curc(III),Curcumina,Zn,Zn(NO3)2·6H2O,DMF/MeOH,Nessuno,80,24.0,0.2,0.1,2.0,,,,,Solvothermal,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0559,15,curc(III),Curcumina,Co,Co(NO3)2·6H2O,DMF/H2O,Nessuno,80,16.0,0.02,0.02,1.0,,,,,"Precipitato dopo già 16h, procedo con la caratterizzazione",2,external_positive_after_locked_evaluation,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0560,27,curc(III),Curcumina,Co,Co(NO3)2·6H2O,DMF/H2O,Nessuno,120,24.0,0.05,0.05,1.0,,,,,Solvothermal,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0561,147,"3,3-dimethyl-4,4'-bipyrazole",Bipyrazole,Ag,AgNO3,DMF,Nessuno,100,48.0,0.9,0.9,1.0,,,,,Solvothermal,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0562,149,"3,3-dimethyl-4,4'-bipyrazole",Bipyrazole,Cd,Cd(NO3)2·4H2O,DMF,Nessuno,140,120.0,1.2,0.6,2.0,,,,,Solvothermal,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized;exact_duplicate_candidate,EXTERNAL_TEST
POS-0563,320,BPz,Bipyrazole,Co,Co(OAc)2·4H2O,DMF,Nessuno,120,72.0,1.5,1.5,1.0,,,,,Solvothermal,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;salt_hydrate_separator_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0564,354,Ph2BpPhTl,Organometallica,Ru,[Ru(p-cymene)Cl2]2,CH2Cl2,Nessuno,120,24.0,0.12,0.25,0.48,,,,,"Nessun precipitrato, dopo aver aggiunto etere dietilico ho rimesso in frigo ed aspettato quasi una settimana, mi si è formato un precipitato, ma una volta filtrato sembra eessere tallio cloruro(colere grigiastro); quindi riconservato le acque madri per vedere se la cristallizzazione.Dopo aver aggiunto etere dietilico formati alcuni cristalli.",2,external_positive_after_locked_evaluation,temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0565,355,HB(BPzPh)3Tl,Organometallica - pirazoli,Ru,[Ru(p-cymene)Cl2]2,CH2Cl2,Nessuno,120,24.0,0.12,0.25,0.48,,,,,"Nessun precipitrato, dopo aver aggiunto etere dietilico ho rimesso in frigo ed aspettato quasi una settimana, mi si è formato un precipitato, ma una volta filtrato sembra eessere tallio cloruro(colere grigiastro); quindi riconservato le acque madri per vedere se avverrà qualche cristallizzazione. Dopo aver aggiunto etere dietilico alle acque madri si è formato un precipitato che ho filtrato e poi caratterizzato",2,external_positive_after_locked_evaluation,temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0566,356,Ph2BpPhTl,Organometallica,Rh,[Rh(C5Me5)Cl2]2,CH2Cl2,Nessuno,120,24.0,0.12,0.25,0.48,,,,,Dopo 30 minuti di reazione si è formato un precipitato grigio-bianco( probabilmente TlCl); ho filtrato in modo tale che rimasesse tutto sul filtro e poi le acque madri le ho portate a secco a temperatura ambiente in una notte. Una volta portate a secco ho aggiungo 5-10 ml di MeOH e filtrato. Il filtrato caratterizzzato e le acque madri invece trattate con dietiletere(10 ml circa) e rifiltrate un altra volte. Il precipitato ulteriormente caratterizzzato.,2,external_positive_after_locked_evaluation,temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0567,357,HB(BPzPh)3Tl,Organometallica - pirazoli,Rh,[Rh(C5Me5)Cl2]2,CH2Cl2,Nessuno,120,24.0,0.12,0.25,0.48,,,,,Dopo 30 minuti di reazione si è formato un precipitato grigio-bianco( probabilmente TlCl); ho filtrato in modo tale che rimasesse tutto sul filtro e poi le acque madri le ho portate a secco a temperatura ambiente in una notte. Una volta portate a secco ho aggiungo 5-10 ml di MeOH e filtrato. Il filtrato caratterizzzato e le acque madri invece trattate con dietiletere(10 ml circa) e rifiltrate un altra volte. Il precipitato ulteriormente caratterizzzato.,2,external_positive_after_locked_evaluation,temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0568,358,Ph2BpPhTl,Organometallica,Non specificato,C20H30Cl4Ir2,CH2Cl2,Nessuno,120,24.0,0.12,0.25,0.48,,,,,Dopo 30 minuti di reazione si è formato un precipitato grigio-bianco( probabilmente TlCl); ho filtrato in modo tale che rimasesse tutto sul filtro e poi le acque madri le ho portate a secco a temperatura ambiente in una notte. Una volta portate a secco ho aggiungo 5-10 ml di MeOH e filtrato. Il filtrato caratterizzzato e le acque madri invece trattate con dietiletere(10 ml circa) e rifiltrate un altra volte. Il precipitato ulteriormente caratterizzzato.,2,external_positive_after_locked_evaluation,temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0569,359,HB(BPzPh)3Tl,Organometallica - pirazoli,Non specificato,C20H30Cl4Ir2,CH2Cl2,Nessuno,120,24.0,0.12,0.25,0.48,,,,,Dopo 30 minuti di reazione si è formato un precipitato grigio-bianco( probabilmente TlCl); ho filtrato in modo tale che rimasesse tutto sul filtro e poi le acque madri le ho portate a secco a temperatura ambiente in una notte. Una volta portate a secco ho aggiungo 5-10 ml di MeOH e filtrato. Il filtrato caratterizzzato e le acque madri invece trattate con dietiletere(10 ml circa) e rifiltrate un altra volte. Il precipitato ulteriormente caratterizzzato.,2,external_positive_after_locked_evaluation,temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0570,361,HB(BPzPh)3Tl,Organometallica - pirazoli,Ru,[Ru(p-cymene)Cl2]2,CH2Cl2,Nessuno,120,3.0,0.1,0.05,2.0,,,,,"Pesato il dimero di rutenio, l'ho messo in un pallone a due colli da 10 ml, iniziato ad insufflare argon per lavorare in ambiente inerte. Una volta solubilizzato il sale metallico ho aggiunto il legante, notando subito la formazione del cloruro di tallio(sospenzione bianca). Lasciata a temperatura ambiente sotto intenso stirring per 3 ore. Lasciato evaporare completamente il solvente, formazione di piccoli cristalli.",2,external_positive_after_locked_evaluation,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0571,370,Me4BPz,Organometallica - pirazoli,Ru,[Ru(p-cymene)Cl2]2,MeOH,Nessuno,120,4.0,0.16,0.16,1.0,,,,,"Dopo 4 ore ancora nessuna cristallizzazione, quindi scaldato a 50 gradi per far evaporare un po di solvente e poi messo in frido appena raffreddato.",2,external_positive_after_locked_evaluation,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0572,373,Me4BPz,Organometallica - pirazoli,Ru,[Ru(p-cymene)Cl2]2,MeOH,Nessuno,120,4.0,0.3,0.3,1.0,,,,,"Dopo 4 ore ancora nessuna cristallizzazione, quindi scaldato a 50 gradi per far evaporare un po di solvente e poi messo in frido appena raffreddato.",2,external_positive_after_locked_evaluation,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0573,375,Me4BPz,Organometallica - pirazoli,Ru,[Ru(p-cymene)Cl2]2,MeOH,Nessuno,120,24.0,0.4,0.4,1.0,,,,,"Sciolto il sale di rutenio in metanolo 20 ml, una volta completamente sciolto ho aggiunto il legante. Lasciato reagire tutta la notte e poi lasciato evaporare il solvente in aria. Mandato HNMR del composto cristallizzato dopo completa evaporazione del solvente.",2,external_positive_after_locked_evaluation,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0574,376,Me4BPz,Organometallica - pirazoli,Ir,[Ir(C₅Me₅)Cl₂]₂,MeOH,Nessuno,120,4.0,0.1,0.1,1.0,,,,,"Sciogli il dimero [Ir(C₅Me₅)Cl₂]₂ in MeOH anidro sotto N₂ in un pallone secco. In una vial separata sciogli il ligante bipirazolico in MeOH . Aggiungi lentamente questa soluzione al pallone con l'Iridio mantenendo agitazione e atmosfera inerte. Lascia quindi agitare la miscela a temperatura ambiente per alcune ore prima di analizzarla all’NMR per verificare la formazione del complesso. Ho notato un cambio di colore della soluzione, èè passata da rossastra(colore dell'iridio) a gialla, completamente limpida. Lascio evaporare il solvente.",2,external_positive_after_locked_evaluation,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0575,377,Me4BPz,Organometallica - pirazoli,Rh,[Rh(C5Me5)Cl2]2,MeOH,Nessuno,120,4.0,0.1,0.1,1.0,,,,,"Sciogli il dimero [Rh(C5Me5)Cl2]2 in MeOH anidro sotto N₂ in un pallone secco. In una vial separata sciogli il ligante bipirazolico in MeOH . Aggiungi lentamente questa soluzione al pallone con il rodio mantenendo agitazione e atmosfera inerte. Lascia quindi agitare la miscela a temperatura ambiente per alcune ore prima di analizzarla all’NMR per verificare la formazione del complesso. Ho notato un cambio di colore della soluzione, èè passata da rossastra(colore dell'iridio) a gialla, completamente limpida. Lascio evaporare il solvente.",2,external_positive_after_locked_evaluation,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0576,402,"1,3,5-Benzenetricarboxylic acid (H3BTC)",Non specificata,Cu,Cu(NO3)2·3H2O,DMF/H2O/EtOH,Nessuno,110,18.0,2.8,5.0,0.56,,,,,Solvothermal,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0577,404,2-Aminoterephthalic acid,Non specificata,Zr,ZrCl4,DMF/HCl,Nessuno,120,24.0,1.5,1.5,1.0,,,,,Solvothermal,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0578,414,"1,3,5-Benzenetricarboxylic acid (H3BTC)",Non specificata,Fe,Fe metal,H2O/HNO3/HF,Nessuno,150,12.0,6.7,10.0,0.67,,,,,Hydrothermal,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0579,415,"1,3,5-Benzenetricarboxylic acid (H3BTC)",Non specificata,Cr,CrO3,H2O/HF,Nessuno,220,96.0,6.7,10.0,0.67,,,,,Hydrothermal,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0580,427,"Isophthalic acid (1,3-BDC)",Non specificata,Al,Al(ClO4)3·6H2O,DMF/H2O,Nessuno,130,12.0,2.0,2.0,1.0,,,,,Hydrothermal,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0581,428,2-Aminoterephthalic acid,Non specificata,Al,Al(ClO4)3·6H2O,MeOH,Nessuno,125,5.0,1.0,3.0,0.3333,,,,,Solvothermal,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0582,431,"Biphenyl-3,3',5,5'-tetracarboxylic acid",Non specificata,Cu,Cu(NO3)2·2.5H2O,DMF/MeOH,Nessuno,75,24.0,0.3,1.2,0.25,,,,,Solvothermal,2,external_positive_after_locked_evaluation,temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0583,432,"Biphenyl-3,3',5,5'-tetracarboxylic acid",Non specificata,Al,Al(NO3)3·9H2O,H2O,Nessuno,210,72.0,0.38,1.5,0.2533,,,,,Hydrothermal,2,external_positive_after_locked_evaluation,temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0584,433,"Biphenyl-3,3',5,5'-tetracarboxylic acid",Non specificata,In,In(NO3)3·xH2O,DMF/H2O/MeOH,Nessuno,120,24.0,0.25,1.0,0.25,,,,,Solvothermal,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0585,434,"Biphenyl-3,3',5,5'-tetracarboxylic acid",Non specificata,Cu,Cu(NO3)2·2.5H2O,DMF/H2O/Dioxane,Nessuno,85,24.0,0.35,1.5,0.2333,,,,,Solvothermal,2,external_positive_after_locked_evaluation,solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0586,453,2-Aminoterephthalic acid,Non specificata,Ti,Ti(OiPr)4,DMF/MeOH,Nessuno,150,15.0,12.0,6.0,2.0,,,,,Solvothermal,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0587,454,"1,3,5-Benzenetricarboxylic acid (H3BTC)",Non specificata,Al,Al(NO3)3·9H2O,H2O,Nessuno,210,24.0,2.5,5.0,0.5,,,,,Hydrothermal,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0588,455,"1,3,5-Benzenetricarboxylic acid (H3BTC)",Non specificata,Al,Al(NO3)3·9H2O,H2O/HNO3,Nessuno,210,72.0,2.0,4.0,0.5,,,,,Hydrothermal,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0589,463,"1,3,5-Benzenetricarboxylic acid (H3BTC)",Non specificata,Zr,ZrOCl2·8H2O,DMF/Formic acid,Nessuno,100,24.0,0.27,0.8,0.3375,,,,,Solvothermal,2,external_positive_after_locked_evaluation,temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0590,467,"4,4',4''-Benzene-1,3,5-triyl-tris-benzoic acid",Non specificata,Cu,Cu(NO3)2·2.5H2O,DMF,Nessuno,80,48.0,0.25,0.8,0.3125,,,,,Solvothermal,2,external_positive_after_locked_evaluation,temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0591,469,"1,3,5-Benzenetricarboxylic acid (H3BTC)",Non specificata,Fe,Fe(NO3)3·9H2O,H2O,Nessuno,80,4.0,6.7,10.0,0.67,,,,,Precipitation,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0592,472,Imidazole,Non specificata,Zn,Zn(NO3)2·6H2O,DMF,Nessuno,130,48.0,4.0,1.0,4.0,,,,,Solvothermal,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0593,476,Adenine,Non specificata,Co,Co(NO3)2·6H2O,DMF,Nessuno,120,24.0,1.0,1.0,1.0,,,,,Solvothermal,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0594,478,Citric acid (1.0) / Diamondoid linker (1.0),Non specificata,Co,Co(NO3)2·6H2O,H2O/EtOH,Nessuno,120,24.0,2.0,2.0,1.0,,,,,Hydrothermal,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0595,493,TATB,Non specificata,Zr,ZrCl4,DMF/TFA,Nessuno,120,24.0,0.1,0.4,0.25,,,,,Solvothermal,2,external_positive_after_locked_evaluation,temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0596,495,4-Aminobenzoic acid,Non specificata,Ti,Ti(OiPr)4,DMF,Nessuno,120,24.0,4.0,2.0,2.0,,,,,Solvothermal,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0597,496,2-Aminoterephthalic acid,Non specificata,Al,AlCl3·6H2O,DMF,Nessuno,130,72.0,1.5,3.0,0.5,,,,,Solvothermal,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0598,497,2-Aminoterephthalic acid,Non specificata,Cr,Cr(NO3)3·9H2O,H2O/NaOH,Nessuno,150,12.0,4.0,4.0,1.0,,,,,Hydrothermal,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0599,498,2-Aminoterephthalic acid,Non specificata,Fe,FeCl3·6H2O,DMF,Nessuno,110,24.0,1.5,3.0,0.5,,,,,Solvothermal,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0600,499,"1,3,5-Benzenetricarboxylic acid (H3BTC)",Non specificata,Zn,Zn(NO3)2·6H2O,DMF/EtOH,Nessuno,85,24.0,2.0,3.0,0.6667,,,,,Solvothermal,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0601,506,2-Aminoterephthalic acid,Non specificata,Hf,HfCl4,DMF/HCl,HCl,120,24.0,1.0,1.0,1.0,,,,,Solvothermal,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0602,517,"1,3,5-Benzenetricarboxylic acid (H3BTC)",Non specificata,Hf,HfCl4,DMF/Formic acid,Acido formico,100,24.0,0.27,0.8,0.3375,,,,,Solvothermal,2,external_positive_after_locked_evaluation,additive_canonicalized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0603,523,2-Aminoterephthalic acid,Non specificata,Ni,Ni(NO3)2·6H2O,DMF,HNO3,85,36.0,1.0,1.5,0.6667,,,,,Microwave,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0604,533,Tetrakis(4-carboxyphenyl)porphyrin (TCPP),Non specificata,Zn,Zn(NO3)2·6H2O,MeCN,Acido benzoico,100,36.0,2.0,2.0,1.0,,,,,Precipitation,2,external_positive_after_locked_evaluation,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0605,538,"1,3,5-Benzenetricarboxylic acid (H3BTC)",Non specificata,Co,Co(OAc)2·4H2O,H2O,Trietilammina (TEA),180,36.0,0.25,2.0,0.125,,,,,Hydrothermal,2,external_positive_after_locked_evaluation,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0606,541,2-Aminoterephthalic acid,Non specificata,Fe,FeCl3·6H2O,DMA,Nessuno,200,2.0,4.0,0.5,8.0,,,,,Microwave,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0607,551,Tetrakis(4-carboxyphenyl)porphyrin (TCPP),Non specificata,Cu,Cu(NO3)2·2.5H2O,DMF/H2O,HNO3,85,36.0,1.5,0.5,3.0,,,,,Precipitation,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0608,556,"1,3,5-Benzenetricarboxylic acid (H3BTC)",Non specificata,Ni,Ni(OAc)2·4H2O,DMF,Acido benzoico,100,36.0,0.25,2.0,0.125,,,,,Hydrothermal,2,external_positive_after_locked_evaluation,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0609,559,2-Aminoterephthalic acid,Non specificata,Al,Al(NO3)3·9H2O,EtOH,Nessuno,85,36.0,1.0,3.0,0.3333,,,,,Microwave,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0610,569,Tetrakis(4-carboxyphenyl)porphyrin (TCPP),Non specificata,Co,Co(NO3)2·6H2O,MeOH,HNO3,180,2.0,3.0,4.0,0.75,,,,,Precipitation,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0611,574,"1,3,5-Benzenetricarboxylic acid (H3BTC)",Non specificata,Fe,Fe(NO3)3·9H2O,DMA,Acido benzoico,150,12.0,0.25,0.5,0.5,,,,,Hydrothermal,2,external_positive_after_locked_evaluation,additive_canonicalized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0612,577,2-Aminoterephthalic acid,Non specificata,Zr,ZrCl4,MeCN,Nessuno,85,36.0,0.5,2.0,0.25,,,,,Microwave,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0613,587,Tetrakis(4-carboxyphenyl)porphyrin (TCPP),Non specificata,Ni,Ni(NO3)2·6H2O,H2O/MeOH,Acido formico,120,12.0,4.0,5.0,0.8,,,,,Precipitation,2,external_positive_after_locked_evaluation,additive_canonicalized;numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0614,592,"1,3,5-Benzenetricarboxylic acid (H3BTC)",Non specificata,Al,AlCl3·6H2O,EtOH,Acido formico,60,18.0,2.0,2.0,1.0,,,,,Hydrothermal,2,external_positive_after_locked_evaluation,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0615,595,2-Aminoterephthalic acid,Non specificata,Mg,Mg(NO3)2·6H2O,DMF/H2O,Nessuno,200,18.0,2.0,5.0,0.4,,,,,Microwave,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0616,605,Tetrakis(4-carboxyphenyl)porphyrin (TCPP),Non specificata,Fe,FeCl3·6H2O,DMF/H2O/EtOH,Trietilammina (TEA),60,48.0,3.0,5.0,0.6,,,,,Precipitation,2,external_positive_after_locked_evaluation,additive_canonicalized;numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0617,610,"1,3,5-Benzenetricarboxylic acid (H3BTC)",Non specificata,Zr,ZrOCl2·8H2O,MeCN,HNO3,130,24.0,1.5,1.5,1.0,,,,,Hydrothermal,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0618,613,2-Aminoterephthalic acid,Non specificata,Zn,Zn(NO3)2·6H2O,MeOH,HNO3,100,6.0,1.5,4.0,0.375,,,,,Microwave,2,external_positive_after_locked_evaluation,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
POS-0619,623,Tetrakis(4-carboxyphenyl)porphyrin (TCPP),Non specificata,Al,Al(NO3)3·9H2O,DEF,Acido acetico,100,18.0,0.5,2.0,0.25,,,,,Precipitation,2,external_positive_after_locked_evaluation,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,EXTERNAL_TEST
