Positive_ID,ID,Legante,Famiglia_Legante,Metallo,Sale_Metallico,Solvente,Additivo_Colinker,Temperatura_C,Tempo_ore,mmol_Legante,mmol_Sale,Rapporto_LM,Volume solvente,Hydration_Number,Counterion_Class,Oxidation_State,Procedura_Sintetica,Esito_ML,Positive_Library_Source,Data_Quality_Flag,Split_Set
POS-0166,575,2-Methylimidazole,Non specificata,Al,Al(NO3)3·9H2O,H2O/THF,HCl,80,48.0,1.0,0.5,2.0,,,,,Precipitation,2,development_positive,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0167,576,Benzimidazole,Non specificata,Al,AlCl3·6H2O,H2O/MeOH,Acido benzoico,25,72.0,0.5,0.5,1.0,,,,,Room Temperature,2,development_positive,additive_canonicalized;numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0168,578,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Non specificata,Zr,ZrOCl2·8H2O,DMF,Trietilammina (TEA),100,2.0,0.25,1.0,0.25,,,,,Sonochemical,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0169,579,"4,4'-Biphenyldicarboxylic acid (H2BPDC)",Non specificata,Mg,Mg(NO3)2·6H2O,DEF,Acido benzoico,120,18.0,1.0,5.0,0.2,,,,,Solvothermal,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0170,580,"2,6-Naphthalenedicarboxylic acid (2,6-NDC)",Non specificata,Mn,Mn(OAc)2·4H2O,MeOH,Acido formico,200,72.0,1.0,1.5,0.6667,,,,,Hydrothermal,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0171,581,Fumaric acid,Non specificata,Zn,Zn(NO3)2·6H2O,EtOH,HCl,100,48.0,0.25,3.0,0.0833,,,,,Precipitation,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0172,582,Isophthalic acid,Non specificata,Zn,Zn(OAc)2·2H2O,H2O,Trietilammina (TEA),25,2.0,1.5,5.0,0.3,,,,,Room Temperature,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0173,583,5-Nitroisophthalic acid,Non specificata,Cu,Cu(NO3)2·2.5H2O,DMF/H2O/EtOH,Trietilammina (TEA),180,12.0,1.0,3.0,0.3333,,,,,Microwave,2,development_positive,additive_canonicalized;numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0174,584,5-Aminoisophthalic acid,Non specificata,Cu,Cu(OAc)2·H2O,DMF/H2O,Acido acetico,200,6.0,2.0,0.5,4.0,,,,,Sonochemical,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0175,585,Imidazole-2-carboxaldehyde,Non specificata,Co,Co(NO3)2·6H2O,DMA,HNO3,80,4.0,1.0,3.0,0.3333,,,,,Solvothermal,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0176,586,"4,4',4''-Triaminotriphenylamine",Non specificata,Co,Co(OAc)2·4H2O,H2O/THF,Nessuno,200,12.0,1.5,0.5,3.0,,,,,Hydrothermal,2,development_positive,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0177,588,"Pyrazine-2,3-dicarboxylic acid",Non specificata,Ni,Ni(OAc)2·4H2O,MeCN,HCl,25,2.0,0.25,5.0,0.05,,,,,Room Temperature,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0178,589,"4,4'-Bipyridine",Non specificata,Fe,FeCl3·6H2O,DMF,Trietilammina (TEA),85,24.0,3.0,4.0,0.75,,,,,Microwave,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0179,590,"1,2,4-Triazole",Non specificata,Fe,Fe(NO3)3·9H2O,DEF,Trietilammina (TEA),130,24.0,1.0,2.5,0.4,,,,,Sonochemical,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0180,591,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Al,Al(NO3)3·9H2O,MeOH,Nessuno,180,4.0,3.0,2.5,1.2,,,,,Solvothermal,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0181,593,2-Methylimidazole,Non specificata,Zr,ZrCl4,H2O,Nessuno,100,6.0,0.25,5.0,0.05,,,,,Precipitation,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0182,594,Benzimidazole,Non specificata,Zr,ZrOCl2·8H2O,DMF/H2O/EtOH,HCl,25,18.0,1.0,3.0,0.3333,,,,,Room Temperature,2,development_positive,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0183,596,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Non specificata,Mn,Mn(OAc)2·4H2O,DMA,HCl,120,6.0,0.25,2.0,0.125,,,,,Sonochemical,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0184,597,"4,4'-Biphenyldicarboxylic acid (H2BPDC)",Non specificata,Zn,Zn(NO3)2·6H2O,H2O/THF,Acido acetico,120,36.0,1.0,0.5,2.0,,,,,Solvothermal,2,development_positive,additive_canonicalized;numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0185,598,"2,6-Naphthalenedicarboxylic acid (2,6-NDC)",Non specificata,Zn,Zn(OAc)2·2H2O,H2O/MeOH,Trietilammina (TEA),200,24.0,1.0,1.0,1.0,,,,,Hydrothermal,2,development_positive,additive_canonicalized;numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0186,599,Fumaric acid,Non specificata,Cu,Cu(NO3)2·2.5H2O,MeCN,Trietilammina (TEA),180,4.0,4.0,5.0,0.8,,,,,Precipitation,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0187,600,Isophthalic acid,Non specificata,Cu,Cu(OAc)2·H2O,DMF,Acido formico,25,36.0,4.0,1.0,4.0,,,,,Room Temperature,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0188,601,5-Nitroisophthalic acid,Non specificata,Co,Co(NO3)2·6H2O,DEF,Nessuno,80,2.0,0.25,5.0,0.05,,,,,Microwave,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0189,602,5-Aminoisophthalic acid,Non specificata,Co,Co(OAc)2·4H2O,MeOH,Acido benzoico,130,36.0,0.5,2.5,0.2,,,,,Sonochemical,2,development_positive,additive_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0190,603,Imidazole-2-carboxaldehyde,Non specificata,Ni,Ni(NO3)2·6H2O,EtOH,HCl,85,4.0,2.0,0.5,4.0,,,,,Solvothermal,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0191,604,"4,4',4''-Triaminotriphenylamine",Non specificata,Ni,Ni(OAc)2·4H2O,H2O,HCl,150,72.0,2.0,2.0,1.0,,,,,Hydrothermal,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0192,606,"Pyrazine-2,3-dicarboxylic acid",Non specificata,Fe,Fe(NO3)3·9H2O,DMF/H2O,HCl,25,6.0,4.0,4.0,1.0,,,,,Room Temperature,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0193,607,"4,4'-Bipyridine",Non specificata,Al,Al(NO3)3·9H2O,DMA,Acido benzoico,80,4.0,4.0,5.0,0.8,,,,,Microwave,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0194,608,"1,2,4-Triazole",Non specificata,Al,AlCl3·6H2O,H2O/THF,Acido benzoico,130,6.0,0.5,0.5,1.0,,,,,Sonochemical,2,development_positive,additive_canonicalized;numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0195,609,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Zr,ZrCl4,H2O/MeOH,Acido acetico,130,24.0,1.5,0.5,3.0,,,,,Solvothermal,2,development_positive,additive_canonicalized;numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0196,611,2-Methylimidazole,Non specificata,Mg,Mg(NO3)2·6H2O,DMF,HCl,60,48.0,1.5,2.5,0.6,,,,,Precipitation,2,development_positive,temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0197,612,Benzimidazole,Non specificata,Mn,Mn(OAc)2·4H2O,DEF,Trietilammina (TEA),25,18.0,1.5,4.0,0.375,,,,,Room Temperature,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0198,614,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Non specificata,Zn,Zn(OAc)2·2H2O,EtOH,Acido formico,80,6.0,4.0,0.5,8.0,,,,,Sonochemical,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0199,615,"4,4'-Biphenyldicarboxylic acid (H2BPDC)",Non specificata,Cu,Cu(NO3)2·2.5H2O,H2O,Trietilammina (TEA),150,18.0,2.0,1.0,2.0,,,,,Solvothermal,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0200,616,"2,6-Naphthalenedicarboxylic acid (2,6-NDC)",Non specificata,Cu,Cu(OAc)2·H2O,DMF/H2O/EtOH,Nessuno,150,72.0,2.0,2.0,1.0,,,,,Hydrothermal,2,development_positive,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0201,617,Fumaric acid,Non specificata,Co,Co(NO3)2·6H2O,DMF/H2O,Trietilammina (TEA),60,4.0,3.0,5.0,0.6,,,,,Precipitation,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0202,618,Isophthalic acid,Non specificata,Co,Co(OAc)2·4H2O,DMA,HNO3,25,72.0,2.0,5.0,0.4,,,,,Room Temperature,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0203,619,5-Nitroisophthalic acid,Non specificata,Ni,Ni(NO3)2·6H2O,H2O/THF,HNO3,60,36.0,4.0,5.0,0.8,,,,,Microwave,2,development_positive,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0204,620,5-Aminoisophthalic acid,Non specificata,Ni,Ni(OAc)2·4H2O,H2O/MeOH,Acido acetico,130,36.0,1.5,1.5,1.0,,,,,Sonochemical,2,development_positive,additive_canonicalized;numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0205,621,Imidazole-2-carboxaldehyde,Non specificata,Fe,FeCl3·6H2O,MeCN,HNO3,85,18.0,0.25,3.0,0.0833,,,,,Solvothermal,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0206,622,"4,4',4''-Triaminotriphenylamine",Non specificata,Fe,Fe(NO3)3·9H2O,DMF,Trietilammina (TEA),120,2.0,3.0,3.0,1.0,,,,,Hydrothermal,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0207,624,"Pyrazine-2,3-dicarboxylic acid",Non specificata,Al,AlCl3·6H2O,MeOH,Nessuno,25,18.0,1.5,4.0,0.375,,,,,Room Temperature,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0208,625,"4,4'-Bipyridine",Non specificata,Zr,ZrCl4,EtOH,Trietilammina (TEA),120,36.0,0.5,1.0,0.5,,,,,Microwave,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0209,626,"1,2,4-Triazole",Non specificata,Zr,ZrOCl2·8H2O,H2O,Acido benzoico,120,12.0,1.5,1.0,1.5,,,,,Sonochemical,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0210,627,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Mg,Mg(NO3)2·6H2O,DMF/H2O/EtOH,HNO3,85,2.0,2.0,5.0,0.4,,,,,Solvothermal,2,development_positive,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0211,629,2-Methylimidazole,Non specificata,Zn,Zn(NO3)2·6H2O,DMA,Acido acetico,60,12.0,1.5,5.0,0.3,,,,,Precipitation,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0212,630,Benzimidazole,Non specificata,Zn,Zn(OAc)2·2H2O,H2O/THF,Nessuno,25,6.0,0.25,2.0,0.125,,,,,Room Temperature,2,development_positive,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0213,632,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Non specificata,Cu,Cu(OAc)2·H2O,MeCN,HCl,60,48.0,1.0,1.0,1.0,,,,,Sonochemical,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0214,633,"4,4'-Biphenyldicarboxylic acid (H2BPDC)",Non specificata,Co,Co(NO3)2·6H2O,DMF,Acido benzoico,80,6.0,1.0,1.0,1.0,,,,,Solvothermal,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0215,634,"2,6-Naphthalenedicarboxylic acid (2,6-NDC)",Non specificata,Co,Co(OAc)2·4H2O,DEF,Acido acetico,60,48.0,0.5,2.5,0.2,,,,,Hydrothermal,2,development_positive,additive_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0216,635,Fumaric acid,Non specificata,Ni,Ni(NO3)2·6H2O,MeOH,HCl,80,6.0,4.0,0.5,8.0,,,,,Precipitation,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0217,636,Isophthalic acid,Non specificata,Ni,Ni(OAc)2·4H2O,EtOH,Acido formico,25,18.0,2.0,1.0,2.0,,,,,Room Temperature,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0218,637,5-Nitroisophthalic acid,Non specificata,Fe,FeCl3·6H2O,H2O,HNO3,180,12.0,2.0,0.5,4.0,,,,,Microwave,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0219,638,5-Aminoisophthalic acid,Non specificata,Fe,Fe(NO3)3·9H2O,DMF/H2O/EtOH,Nessuno,200,12.0,2.0,1.0,2.0,,,,,Sonochemical,2,development_positive,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0220,639,Imidazole-2-carboxaldehyde,Non specificata,Al,Al(NO3)3·9H2O,DMF/H2O,HCl,180,6.0,1.0,0.5,2.0,,,,,Solvothermal,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0221,640,"4,4',4''-Triaminotriphenylamine",Non specificata,Al,AlCl3·6H2O,DMA,Trietilammina (TEA),80,2.0,4.0,4.0,1.0,,,,,Hydrothermal,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0222,642,"Pyrazine-2,3-dicarboxylic acid",Non specificata,Zr,ZrOCl2·8H2O,H2O/MeOH,Trietilammina (TEA),25,72.0,0.25,1.5,0.1667,,,,,Room Temperature,2,development_positive,additive_canonicalized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0223,643,"4,4'-Bipyridine",Non specificata,Mg,Mg(NO3)2·6H2O,MeCN,Nessuno,60,2.0,1.5,3.0,0.5,,,,,Microwave,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0224,644,"1,2,4-Triazole",Non specificata,Mn,Mn(OAc)2·4H2O,DMF,HCl,130,6.0,1.5,0.5,3.0,,,,,Sonochemical,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0225,645,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Zn,Zn(NO3)2·6H2O,DEF,Acido benzoico,200,6.0,0.25,2.0,0.125,,,,,Solvothermal,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0226,647,2-Methylimidazole,Non specificata,Cu,Cu(NO3)2·2.5H2O,EtOH,HCl,120,6.0,0.25,2.0,0.125,,,,,Precipitation,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0227,648,Benzimidazole,Non specificata,Cu,Cu(OAc)2·H2O,H2O,Acido benzoico,25,18.0,2.0,2.0,1.0,,,,,Room Temperature,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0228,650,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Non specificata,Co,Co(OAc)2·4H2O,DMF/H2O,HNO3,150,18.0,4.0,1.5,2.6667,,,,,Sonochemical,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0229,651,"4,4'-Biphenyldicarboxylic acid (H2BPDC)",Non specificata,Ni,Ni(NO3)2·6H2O,DMA,HCl,80,72.0,0.5,1.0,0.5,,,,,Solvothermal,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0230,652,"2,6-Naphthalenedicarboxylic acid (2,6-NDC)",Non specificata,Ni,Ni(OAc)2·4H2O,H2O/THF,HNO3,60,24.0,3.0,4.0,0.75,,,,,Hydrothermal,2,development_positive,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0231,653,Fumaric acid,Non specificata,Fe,FeCl3·6H2O,H2O/MeOH,Acido acetico,180,72.0,1.0,1.0,1.0,,,,,Precipitation,2,development_positive,additive_canonicalized;numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0232,654,Isophthalic acid,Non specificata,Fe,Fe(NO3)3·9H2O,MeCN,HNO3,25,4.0,2.0,2.5,0.8,,,,,Room Temperature,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0233,655,5-Nitroisophthalic acid,Non specificata,Al,Al(NO3)3·9H2O,DMF,Nessuno,130,6.0,2.0,5.0,0.4,,,,,Microwave,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0234,656,5-Aminoisophthalic acid,Non specificata,Al,AlCl3·6H2O,DEF,Acido benzoico,130,12.0,4.0,0.5,8.0,,,,,Sonochemical,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0235,657,Imidazole-2-carboxaldehyde,Non specificata,Zr,ZrCl4,MeOH,HCl,200,12.0,3.0,2.0,1.5,,,,,Solvothermal,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0236,658,"4,4',4''-Triaminotriphenylamine",Non specificata,Zr,ZrOCl2·8H2O,EtOH,Acido acetico,85,24.0,1.0,4.0,0.25,,,,,Hydrothermal,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0237,660,"Pyrazine-2,3-dicarboxylic acid",Non specificata,Mn,Mn(OAc)2·4H2O,DMF/H2O/EtOH,Acido acetico,25,4.0,3.0,2.0,1.5,,,,,Room Temperature,2,development_positive,additive_canonicalized;numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0238,661,"4,4'-Bipyridine",Non specificata,Zn,Zn(NO3)2·6H2O,DMF/H2O,Nessuno,100,48.0,4.0,2.5,1.6,,,,,Microwave,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0239,662,"1,2,4-Triazole",Non specificata,Zn,Zn(OAc)2·2H2O,DMA,HCl,150,2.0,2.0,1.5,1.3333,,,,,Sonochemical,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0240,663,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Cu,Cu(NO3)2·2.5H2O,H2O/THF,Trietilammina (TEA),200,2.0,0.25,0.5,0.5,,,,,Solvothermal,2,development_positive,additive_canonicalized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0241,665,2-Methylimidazole,Non specificata,Co,Co(NO3)2·6H2O,MeCN,HCl,120,24.0,1.0,2.5,0.4,,,,,Precipitation,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0242,666,Benzimidazole,Non specificata,Co,Co(OAc)2·4H2O,DMF,Acido formico,25,18.0,1.0,2.0,0.5,,,,,Room Temperature,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0243,668,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Non specificata,Ni,Ni(OAc)2·4H2O,MeOH,Trietilammina (TEA),60,2.0,3.0,2.5,1.2,,,,,Sonochemical,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0244,669,"4,4'-Biphenyldicarboxylic acid (H2BPDC)",Non specificata,Fe,FeCl3·6H2O,EtOH,HCl,85,36.0,1.0,0.5,2.0,,,,,Solvothermal,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0245,670,"2,6-Naphthalenedicarboxylic acid (2,6-NDC)",Non specificata,Fe,Fe(NO3)3·9H2O,H2O,HNO3,180,24.0,1.5,2.0,0.75,,,,,Hydrothermal,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0246,671,Fumaric acid,Non specificata,Al,Al(NO3)3·9H2O,DMF/H2O/EtOH,HCl,180,12.0,0.5,1.0,0.5,,,,,Precipitation,2,development_positive,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0247,672,Isophthalic acid,Non specificata,Al,AlCl3·6H2O,DMF/H2O,HNO3,25,4.0,1.5,2.0,0.75,,,,,Room Temperature,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0248,673,5-Nitroisophthalic acid,Non specificata,Zr,ZrCl4,DMA,Trietilammina (TEA),200,12.0,1.0,5.0,0.2,,,,,Microwave,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0249,674,5-Aminoisophthalic acid,Non specificata,Zr,ZrOCl2·8H2O,H2O/THF,HCl,60,72.0,2.0,0.5,4.0,,,,,Sonochemical,2,development_positive,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0250,675,Imidazole-2-carboxaldehyde,Non specificata,Mg,Mg(NO3)2·6H2O,H2O/MeOH,HNO3,85,24.0,1.0,1.0,1.0,,,,,Solvothermal,2,development_positive,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0251,676,"4,4',4''-Triaminotriphenylamine",Non specificata,Mn,Mn(OAc)2·4H2O,MeCN,Acido acetico,200,4.0,3.0,1.0,3.0,,,,,Hydrothermal,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0252,678,"Pyrazine-2,3-dicarboxylic acid",Non specificata,Zn,Zn(OAc)2·2H2O,DEF,Nessuno,25,2.0,4.0,1.0,4.0,,,,,Room Temperature,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0253,679,"4,4'-Bipyridine",Non specificata,Cu,Cu(NO3)2·2.5H2O,MeOH,Acido formico,120,72.0,1.0,3.0,0.3333,,,,,Microwave,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0254,680,"1,2,4-Triazole",Non specificata,Cu,Cu(OAc)2·H2O,EtOH,Acido formico,60,2.0,0.25,1.0,0.25,,,,,Sonochemical,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0255,681,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Co,Co(NO3)2·6H2O,H2O,Trietilammina (TEA),60,18.0,4.0,5.0,0.8,,,,,Solvothermal,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0256,683,2-Methylimidazole,Non specificata,Ni,Ni(NO3)2·6H2O,DMF/H2O,HNO3,85,18.0,2.0,4.0,0.5,,,,,Precipitation,2,development_positive,numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0257,684,Benzimidazole,Non specificata,Ni,Ni(OAc)2·4H2O,DMA,Acido formico,25,18.0,0.5,1.0,0.5,,,,,Room Temperature,2,development_positive,additive_canonicalized;numeric_decimal_standardized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
POS-0258,686,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Non specificata,Fe,Fe(NO3)3·9H2O,H2O/MeOH,HCl,60,6.0,2.0,2.5,0.8,,,,,Sonochemical,2,development_positive,numeric_decimal_standardized;solvent_canonicalized;temperature_numeric_standardized;time_numeric_standardized,DEVELOPMENT
